A,B,C,D,AVERAGE
219.0,503.0,626.0,622.0,-50.0
139.0,266.0,183.0,155.0,185.75
199.0,518.0,751.0,850.0,579.5
617.0,247.0,806.0,823.0,-50.0
856.0,113.0,678.0,72.0,429.75
846.0,671.0,138.0,536.0,547.75
852.0,957.0,994.0,921.0,-50.0
796.0,27.0,649.0,704.0,544.0
861.0,223.0,271.0,739.0,523.5
573.0,571.0,575.0,845.0,-50.0
865.0,823.0,791.0,659.0,-50.0
823.0,605.0,469.0,161.0,514.5
813.0,495.0,591.0,847.0,686.5
64.0,255.0,604.0,346.0,317.25
370.0,533.0,115.0,645.0,-50.0
906.0,588.0,965.0,663.0,-50.0
431.0,767.0,937.0,759.0,-50.0
324.0,497.0,197.0,774.0,448.0
420.0,906.0,183.0,929.0,-50.0
216.0,536.0,314.0,938.0,-50.0
925.0,368.0,196.0,71.0,-50.0
958.0,317.0,466.0,494.0,-50.0
54.0,541.0,83.0,917.0,398.75
130.0,377.0,920.0,57.0,371.0
624.0,988.0,302.0,596.0,627.5
145.0,983.0,326.0,605.0,-50.0
207.0,209.0,798.0,975.0,-50.0
720.0,802.0,155.0,451.0,532.0
781.0,150.0,906.0,259.0,-50.0
576.0,840.0,790.0,79.0,571.25
793.0,391.0,833.0,55.0,518.0
784.0,526.0,226.0,934.0,-50.0
563.0,308.0,874.0,243.0,-50.0
558.0,462.0,14.0,265.0,-50.0
967.0,221.0,196.0,39.0,355.75
669.0,148.0,978.0,999.0,698.5
941.0,990.0,49.0,706.0,-50.0
959.0,803.0,593.0,750.0,-50.0
558.0,537.0,845.0,904.0,-50.0
351.0,415.0,714.0,4.0,371.0
68.0,639.0,960.0,248.0,-50.0
544.0,528.0,914.0,1.0,496.75
982.0,522.0,923.0,231.0,-50.0
886.0,720.0,25.0,27.0,414.5
970.0,250.0,265.0,248.0,433.25
226.0,170.0,49.0,854.0,-50.0
220.0,595.0,840.0,720.0,-50.0
463.0,55.0,177.0,710.0,351.25
109.0,469.0,996.0,165.0,-50.0
354.0,615.0,750.0,679.0,-50.0
463.0,938.0,719.0,966.0,771.5
542.0,125.0,842.0,640.0,-50.0
647.0,446.0,724.0,28.0,461.25
354.0,382.0,72.0,899.0,426.75
376.0,932.0,389.0,219.0,-50.0
24.0,527.0,850.0,566.0,491.75
852.0,811.0,925.0,157.0,-50.0
749.0,190.0,505.0,124.0,392.0
431.0,91.0,312.0,909.0,435.75
128.0,320.0,788.0,291.0,-50.0
465.0,590.0,47.0,153.0,313.75
806.0,606.0,452.0,285.0,-50.0
701.0,492.0,206.0,473.0,468.0
229.0,569.0,729.0,934.0,-50.0
795.0,80.0,571.0,218.0,-50.0
514.0,714.0,430.0,380.0,-50.0
738.0,352.0,685.0,766.0,-50.0
231.0,702.0,927.0,428.0,572.0
791.0,960.0,615.0,398.0,-50.0
7.0,273.0,649.0,427.0,339.0
99.0,290.0,596.0,546.0,-50.0
844.0,325.0,918.0,870.0,-50.0
505.0,925.0,159.0,463.0,-50.0
722.0,645.0,84.0,259.0,427.5
754.0,409.0,724.0,134.0,505.25
207.0,829.0,226.0,639.0,475.25
232.0,130.0,839.0,728.0,482.25
834.0,236.0,75.0,411.0,389.0
667.0,602.0,678.0,602.0,637.25
288.0,267.0,427.0,89.0,267.75
888.0,608.0,25.0,726.0,561.75
212.0,414.0,153.0,861.0,410.0
702.0,911.0,749.0,614.0,-50.0
699.0,285.0,27.0,771.0,445.5
489.0,100.0,711.0,43.0,335.75
368.0,935.0,865.0,763.0,732.75
824.0,756.0,343.0,413.0,584.0
965.0,167.0,231.0,769.0,-50.0
646.0,908.0,904.0,14.0,618.0
913.0,132.0,779.0,15.0,459.75
394.0,624.0,448.0,493.0,489.75
632.0,316.0,123.0,333.0,351.0
387.0,514.0,846.0,182.0,482.25
306.0,333.0,810.0,849.0,-50.0
763.0,979.0,293.0,537.0,643.0
986.0,341.0,244.0,316.0,-50.0
275.0,141.0,633.0,874.0,-50.0
263.0,616.0,434.0,582.0,473.75
576.0,294.0,797.0,0.0,-50.0
678.0,199.0,202.0,691.0,442.5
521.0,142.0,2.0,998.0,415.75
916.0,614.0,796.0,481.0,-50.0
484.0,396.0,479.0,444.0,-50.0
290.0,857.0,114.0,977.0,-50.0
166.0,734.0,342.0,568.0,452.5
598.0,970.0,999.0,123.0,-50.0
165.0,57.0,698.0,183.0,275.75
130.0,342.0,522.0,555.0,387.25
471.0,196.0,596.0,628.0,472.75
981.0,763.0,174.0,923.0,710.25
761.0,13.0,860.0,831.0,-50.0
783.0,941.0,238.0,428.0,597.5
290.0,810.0,645.0,987.0,-50.0
458.0,313.0,161.0,151.0,270.75
574.0,617.0,468.0,776.0,-50.0
677.0,890.0,590.0,668.0,-50.0
505.0,965.0,150.0,109.0,-50.0
695.0,225.0,415.0,938.0,-50.0
942.0,773.0,999.0,955.0,-50.0
7.0,750.0,601.0,677.0,-50.0
523.0,128.0,791.0,777.0,554.75
60.0,141.0,577.0,708.0,371.5
550.0,950.0,288.0,132.0,480.0
885.0,179.0,567.0,498.0,532.25
180.0,517.0,746.0,945.0,-50.0
453.0,874.0,185.0,277.0,447.25
79.0,375.0,243.0,26.0,180.75
144.0,402.0,61.0,283.0,222.5
353.0,180.0,891.0,940.0,-50.0
205.0,946.0,410.0,284.0,-50.0
587.0,640.0,452.0,152.0,457.75
298.0,614.0,589.0,803.0,-50.0
330.0,802.0,797.0,76.0,501.25
581.0,408.0,933.0,435.0,589.25
686.0,257.0,861.0,983.0,-50.0
141.0,945.0,975.0,780.0,-50.0
50.0,218.0,487.0,834.0,397.25
159.0,998.0,794.0,992.0,-50.0
915.0,794.0,467.0,297.0,-50.0
871.0,73.0,275.0,371.0,-50.0
597.0,964.0,887.0,20.0,617.0
225.0,998.0,508.0,827.0,-50.0
662.0,316.0,837.0,829.0,-50.0
965.0,264.0,763.0,502.0,623.5
260.0,928.0,722.0,103.0,503.25
740.0,748.0,878.0,543.0,-50.0
809.0,93.0,547.0,147.0,399.0
878.0,230.0,18.0,974.0,525.0
104.0,62.0,334.0,208.0,177.0
351.0,659.0,626.0,39.0,-50.0
36.0,170.0,680.0,713.0,-50.0
73.0,131.0,644.0,806.0,413.5
919.0,321.0,850.0,399.0,-50.0
56.0,432.0,836.0,334.0,-50.0
91.0,947.0,263.0,768.0,517.25
188.0,244.0,868.0,924.0,-50.0
157.0,374.0,901.0,893.0,-50.0
890.0,614.0,29.0,152.0,-50.0
599.0,630.0,623.0,127.0,494.75
475.0,334.0,889.0,862.0,640.0
305.0,345.0,150.0,253.0,263.25
611.0,647.0,915.0,619.0,-50.0
781.0,717.0,266.0,739.0,625.75
365.0,759.0,373.0,613.0,-50.0
401.0,869.0,638.0,166.0,-50.0
514.0,87.0,105.0,936.0,410.5
492.0,987.0,619.0,460.0,639.5
565.0,9.0,606.0,676.0,-50.0
168.0,967.0,186.0,93.0,-50.0
737.0,725.0,225.0,99.0,-50.0
154.0,561.0,552.0,834.0,525.25
321.0,654.0,288.0,349.0,403.0
628.0,251.0,206.0,956.0,-50.0
113.0,913.0,676.0,423.0,-50.0
85.0,419.0,362.0,247.0,-50.0
322.0,731.0,770.0,781.0,-50.0
88.0,532.0,328.0,437.0,346.25
8.0,851.0,443.0,861.0,540.75
198.0,32.0,938.0,493.0,-50.0
60.0,614.0,895.0,857.0,606.5
920.0,376.0,681.0,436.0,-50.0
529.0,59.0,978.0,387.0,488.25
574.0,513.0,568.0,207.0,465.5
466.0,631.0,775.0,44.0,479.0
945.0,124.0,759.0,236.0,516.0
313.0,612.0,366.0,247.0,384.5
872.0,180.0,143.0,855.0,-50.0
748.0,901.0,215.0,401.0,-50.0
595.0,753.0,555.0,515.0,604.5
393.0,712.0,878.0,816.0,699.75
553.0,703.0,410.0,129.0,448.75
488.0,135.0,206.0,116.0,-50.0
951.0,890.0,406.0,468.0,-50.0
813.0,329.0,247.0,929.0,579.5
141.0,58.0,642.0,395.0,-50.0
807.0,732.0,426.0,854.0,704.75
648.0,607.0,754.0,907.0,729.0
59.0,415.0,946.0,220.0,-50.0
781.0,612.0,529.0,888.0,-50.0
746.0,860.0,403.0,404.0,603.25
685.0,541.0,60.0,364.0,412.5
811.0,764.0,712.0,960.0,811.75
405.0,430.0,277.0,234.0,336.5
814.0,863.0,123.0,282.0,-50.0
993.0,481.0,782.0,324.0,-50.0
281.0,654.0,160.0,255.0,-50.0
991.0,663.0,319.0,360.0,-50.0
935.0,113.0,664.0,584.0,574.0
501.0,365.0,375.0,851.0,523.0
953.0,965.0,730.0,398.0,761.5
314.0,185.0,26.0,217.0,-50.0
991.0,891.0,351.0,767.0,-50.0
936.0,440.0,266.0,258.0,-50.0
681.0,460.0,214.0,63.0,-50.0
406.0,170.0,505.0,769.0,-50.0
324.0,91.0,657.0,322.0,348.5
20.0,317.0,386.0,870.0,398.25
593.0,14.0,154.0,827.0,-50.0
701.0,367.0,217.0,841.0,-50.0
8.0,322.0,775.0,12.0,-50.0
848.0,446.0,242.0,207.0,435.75
68.0,161.0,235.0,771.0,308.75
886.0,857.0,186.0,932.0,715.25
183.0,665.0,358.0,625.0,457.75
93.0,987.0,92.0,723.0,-50.0
86.0,920.0,389.0,864.0,564.75
950.0,532.0,430.0,845.0,689.25
558.0,406.0,924.0,414.0,575.5
292.0,314.0,657.0,226.0,372.25
148.0,22.0,825.0,729.0,-50.0
771.0,13.0,406.0,568.0,439.5
755.0,436.0,946.0,804.0,735.25
259.0,929.0,134.0,731.0,513.25
481.0,438.0,936.0,712.0,-50.0
650.0,728.0,272.0,139.0,-50.0
504.0,700.0,239.0,911.0,588.5
936.0,805.0,250.0,707.0,674.5
395.0,101.0,411.0,957.0,-50.0
68.0,167.0,811.0,577.0,-50.0
697.0,287.0,630.0,470.0,-50.0
152.0,473.0,208.0,175.0,252.0
754.0,838.0,180.0,462.0,558.5
9.0,829.0,220.0,755.0,-50.0
775.0,752.0,858.0,876.0,815.25
207.0,226.0,299.0,173.0,226.25
385.0,410.0,790.0,969.0,638.5
902.0,859.0,502.0,994.0,814.25
251.0,388.0,318.0,694.0,412.75
587.0,253.0,276.0,135.0,312.75
260.0,895.0,761.0,2.0,479.5
507.0,522.0,294.0,879.0,550.5
331.0,219.0,345.0,447.0,335.5
571.0,571.0,518.0,52.0,-50.0
953.0,370.0,909.0,693.0,-50.0
587.0,126.0,542.0,489.0,436.0
340.0,532.0,561.0,827.0,565.0
52.0,738.0,174.0,403.0,341.75
244.0,136.0,964.0,433.0,-50.0
924.0,425.0,82.0,73.0,-50.0
308.0,591.0,14.0,304.0,304.25
256.0,179.0,222.0,265.0,-50.0
116.0,395.0,791.0,465.0,441.75
727.0,624.0,307.0,452.0,-50.0
860.0,277.0,249.0,47.0,358.25
750.0,348.0,999.0,769.0,-50.0
222.0,673.0,479.0,140.0,-50.0
242.0,336.0,791.0,276.0,-50.0
95.0,357.0,65.0,117.0,158.5
198.0,270.0,239.0,654.0,-50.0
674.0,384.0,239.0,550.0,461.75
482.0,479.0,581.0,289.0,-50.0
581.0,467.0,615.0,661.0,581.0
481.0,569.0,131.0,93.0,318.5
50.0,973.0,394.0,868.0,-50.0
217.0,250.0,244.0,643.0,-50.0
363.0,85.0,71.0,468.0,-50.0
702.0,920.0,234.0,717.0,643.25
943.0,521.0,615.0,911.0,747.5
54.0,469.0,371.0,834.0,-50.0
92.0,168.0,227.0,219.0,-50.0
7.0,412.0,948.0,20.0,346.75
364.0,702.0,569.0,607.0,-50.0
782.0,867.0,777.0,530.0,739.0
915.0,520.0,23.0,830.0,-50.0
294.0,305.0,904.0,154.0,414.25
799.0,168.0,650.0,145.0,-50.0
880.0,163.0,920.0,95.0,514.5
102.0,656.0,755.0,71.0,-50.0
434.0,917.0,734.0,214.0,-50.0
536.0,322.0,789.0,24.0,417.75
870.0,366.0,985.0,642.0,715.75
900.0,223.0,936.0,826.0,-50.0
463.0,375.0,631.0,69.0,384.5
982.0,706.0,158.0,220.0,-50.0
893.0,14.0,263.0,992.0,540.5
160.0,435.0,112.0,977.0,421.0
280.0,168.0,15.0,993.0,364.0
378.0,529.0,805.0,935.0,-50.0
85.0,320.0,913.0,244.0,-50.0
266.0,724.0,750.0,693.0,-50.0
305.0,580.0,465.0,496.0,461.5
796.0,412.0,626.0,880.0,678.5
795.0,93.0,340.0,338.0,391.5
889.0,803.0,748.0,78.0,629.5
826.0,926.0,776.0,920.0,862.0
226.0,213.0,175.0,850.0,-50.0
426.0,492.0,810.0,379.0,-50.0
331.0,610.0,645.0,163.0,-50.0
321.0,947.0,540.0,894.0,-50.0
681.0,489.0,391.0,302.0,-50.0
307.0,724.0,685.0,431.0,-50.0
459.0,702.0,657.0,911.0,-50.0
459.0,935.0,93.0,189.0,-50.0
254.0,562.0,238.0,298.0,-50.0
942.0,129.0,475.0,601.0,536.75
553.0,1.0,828.0,997.0,594.75
733.0,654.0,803.0,388.0,644.5
53.0,380.0,162.0,424.0,254.75
291.0,486.0,20.0,967.0,441.0
656.0,883.0,978.0,405.0,730.5
663.0,667.0,567.0,741.0,-50.0
453.0,671.0,755.0,730.0,-50.0
791.0,681.0,349.0,73.0,-50.0
136.0,757.0,451.0,135.0,369.75
227.0,570.0,196.0,864.0,-50.0
83.0,468.0,745.0,636.0,-50.0
822.0,554.0,860.0,972.0,802.0
146.0,165.0,122.0,238.0,-50.0
799.0,554.0,415.0,290.0,514.5
302.0,850.0,457.0,178.0,446.75
507.0,196.0,964.0,625.0,-50.0
927.0,488.0,30.0,851.0,574.0
845.0,82.0,463.0,267.0,414.25
998.0,652.0,921.0,253.0,706.0
261.0,534.0,81.0,650.0,381.5
345.0,633.0,353.0,572.0,-50.0
658.0,352.0,28.0,560.0,-50.0
342.0,672.0,867.0,105.0,-50.0
57.0,896.0,183.0,303.0,-50.0
214.0,765.0,481.0,493.0,488.25
432.0,762.0,515.0,17.0,-50.0
17.0,299.0,398.0,239.0,238.25
164.0,684.0,322.0,874.0,-50.0
608.0,356.0,72.0,825.0,-50.0
252.0,10.0,86.0,24.0,-50.0
971.0,100.0,70.0,162.0,325.75
741.0,934.0,198.0,150.0,505.75
90.0,910.0,644.0,537.0,-50.0
276.0,209.0,19.0,850.0,-50.0
124.0,773.0,135.0,433.0,-50.0
626.0,354.0,475.0,69.0,-50.0
676.0,89.0,411.0,688.0,466.0
418.0,168.0,225.0,993.0,-50.0
504.0,516.0,466.0,725.0,552.75
710.0,952.0,991.0,478.0,782.75
691.0,444.0,750.0,239.0,-50.0
54.0,243.0,450.0,61.0,-50.0
576.0,227.0,768.0,159.0,-50.0
738.0,20.0,2.0,394.0,-50.0
332.0,446.0,610.0,498.0,471.5
54.0,485.0,230.0,354.0,-50.0
650.0,876.0,426.0,271.0,555.75
398.0,53.0,312.0,724.0,371.75
434.0,648.0,795.0,242.0,529.75
604.0,478.0,744.0,372.0,-50.0
893.0,809.0,648.0,483.0,-50.0
189.0,191.0,985.0,109.0,368.5
955.0,382.0,851.0,688.0,-50.0
488.0,347.0,408.0,682.0,-50.0
574.0,92.0,542.0,754.0,-50.0
178.0,71.0,286.0,119.0,-50.0
457.0,823.0,327.0,677.0,-50.0
361.0,904.0,498.0,219.0,-50.0
441.0,500.0,291.0,190.0,-50.0
897.0,834.0,135.0,921.0,696.75
758.0,392.0,702.0,281.0,-50.0
441.0,688.0,567.0,279.0,-50.0
221.0,927.0,938.0,875.0,-50.0
612.0,952.0,735.0,16.0,578.75
425.0,700.0,284.0,270.0,419.75
546.0,170.0,274.0,531.0,-50.0
534.0,215.0,884.0,881.0,628.5
836.0,331.0,211.0,147.0,-50.0
169.0,446.0,739.0,11.0,-50.0
524.0,323.0,887.0,987.0,680.25
645.0,477.0,1.0,991.0,528.5
376.0,887.0,320.0,15.0,-50.0
816.0,350.0,77.0,936.0,544.75
789.0,527.0,52.0,180.0,-50.0
303.0,192.0,836.0,160.0,-50.0
678.0,407.0,149.0,768.0,-50.0
473.0,123.0,363.0,987.0,486.5
773.0,813.0,498.0,935.0,-50.0
858.0,747.0,848.0,724.0,-50.0
603.0,16.0,459.0,258.0,-50.0
203.0,589.0,829.0,276.0,474.25
116.0,894.0,609.0,570.0,547.25
864.0,218.0,513.0,642.0,559.25
856.0,113.0,858.0,75.0,-50.0
17.0,342.0,884.0,427.0,417.5
334.0,630.0,45.0,448.0,364.25
660.0,417.0,617.0,585.0,-50.0
120.0,299.0,427.0,161.0,-50.0
557.0,101.0,310.0,588.0,389.0
650.0,413.0,842.0,96.0,500.25
962.0,225.0,915.0,897.0,-50.0
249.0,894.0,257.0,769.0,542.25
182.0,3.0,569.0,565.0,329.75
912.0,266.0,997.0,149.0,-50.0
719.0,659.0,115.0,652.0,536.25
141.0,288.0,932.0,411.0,443.0
96.0,146.0,817.0,637.0,-50.0
178.0,316.0,689.0,812.0,498.75
790.0,276.0,789.0,240.0,-50.0
886.0,10.0,267.0,190.0,338.25
439.0,902.0,22.0,379.0,435.5
985.0,957.0,976.0,34.0,738.0
916.0,189.0,876.0,111.0,523.0
4.0,951.0,344.0,56.0,-50.0
982.0,869.0,670.0,595.0,779.0
65.0,617.0,738.0,708.0,-50.0
192.0,536.0,400.0,135.0,-50.0
652.0,347.0,269.0,634.0,475.5
790.0,754.0,142.0,828.0,628.5
736.0,318.0,826.0,724.0,-50.0
552.0,152.0,595.0,807.0,-50.0
217.0,888.0,221.0,731.0,-50.0
184.0,47.0,337.0,285.0,-50.0
482.0,754.0,966.0,110.0,578.0
859.0,996.0,382.0,456.0,-50.0
816.0,126.0,95.0,942.0,494.75
988.0,334.0,307.0,283.0,478.0
873.0,903.0,492.0,437.0,676.25
965.0,759.0,679.0,9.0,603.0
364.0,37.0,950.0,869.0,-50.0
339.0,419.0,73.0,75.0,-50.0
930.0,627.0,258.0,334.0,537.25
25.0,21.0,915.0,78.0,-50.0
206.0,84.0,348.0,755.0,-50.0
175.0,52.0,499.0,371.0,-50.0
787.0,943.0,472.0,326.0,632.0
912.0,422.0,871.0,449.0,663.5
949.0,649.0,613.0,786.0,749.25
726.0,446.0,984.0,570.0,-50.0
228.0,693.0,73.0,181.0,293.75
269.0,76.0,190.0,889.0,-50.0
830.0,696.0,329.0,928.0,695.75
192.0,543.0,871.0,585.0,547.75
290.0,475.0,900.0,356.0,-50.0
972.0,336.0,339.0,622.0,-50.0
173.0,885.0,264.0,703.0,506.25
88.0,300.0,286.0,116.0,197.5
376.0,792.0,574.0,668.0,602.5
546.0,46.0,545.0,396.0,-50.0
32.0,127.0,323.0,845.0,-50.0
337.0,83.0,794.0,935.0,-50.0
178.0,263.0,322.0,86.0,212.25
838.0,863.0,540.0,3.0,561.0
322.0,888.0,910.0,374.0,623.5
602.0,312.0,675.0,103.0,423.0
805.0,839.0,107.0,657.0,-50.0
456.0,430.0,725.0,780.0,597.75
802.0,535.0,797.0,555.0,672.25
493.0,995.0,902.0,905.0,823.75
156.0,222.0,860.0,234.0,368.0
55.0,579.0,924.0,62.0,-50.0
844.0,555.0,174.0,332.0,-50.0
387.0,727.0,903.0,445.0,-50.0
669.0,115.0,381.0,141.0,326.5
546.0,383.0,372.0,809.0,-50.0
502.0,15.0,381.0,644.0,385.5
857.0,425.0,967.0,917.0,791.5
204.0,297.0,961.0,62.0,-50.0
620.0,772.0,931.0,975.0,824.5
272.0,543.0,62.0,834.0,-50.0
773.0,472.0,996.0,894.0,783.75
115.0,472.0,917.0,882.0,-50.0
207.0,691.0,728.0,889.0,628.75
308.0,927.0,339.0,141.0,-50.0
35.0,493.0,617.0,401.0,386.5
759.0,150.0,480.0,143.0,-50.0
570.0,675.0,869.0,693.0,701.75
705.0,425.0,924.0,441.0,-50.0
781.0,485.0,403.0,507.0,544.0
854.0,333.0,392.0,443.0,-50.0
336.0,572.0,569.0,196.0,-50.0
700.0,536.0,287.0,212.0,433.75
853.0,688.0,471.0,733.0,-50.0
610.0,386.0,695.0,773.0,616.0
824.0,13.0,686.0,13.0,-50.0
356.0,592.0,562.0,179.0,-50.0
910.0,519.0,221.0,781.0,607.75
729.0,459.0,865.0,407.0,615.0
818.0,24.0,243.0,214.0,-50.0
463.0,387.0,793.0,899.0,635.5
459.0,91.0,69.0,739.0,-50.0
660.0,566.0,559.0,918.0,-50.0
10.0,728.0,224.0,682.0,411.0
379.0,173.0,880.0,734.0,-50.0
996.0,444.0,962.0,387.0,697.25
158.0,928.0,607.0,444.0,-50.0
506.0,888.0,540.0,734.0,-50.0
594.0,365.0,202.0,874.0,-50.0
775.0,713.0,992.0,573.0,763.25
733.0,79.0,538.0,971.0,-50.0
372.0,289.0,272.0,596.0,382.25
652.0,909.0,434.0,216.0,-50.0
71.0,4.0,289.0,78.0,-50.0
5.0,574.0,277.0,208.0,-50.0
845.0,514.0,175.0,967.0,-50.0
796.0,672.0,415.0,114.0,499.25
431.0,881.0,141.0,318.0,442.75
930.0,724.0,832.0,127.0,-50.0
113.0,994.0,829.0,681.0,654.25
402.0,533.0,320.0,648.0,-50.0
214.0,232.0,456.0,919.0,455.25
832.0,965.0,502.0,4.0,575.75
324.0,855.0,491.0,489.0,539.75
872.0,154.0,209.0,125.0,340.0
536.0,579.0,449.0,65.0,407.25
993.0,336.0,619.0,287.0,558.75
624.0,615.0,373.0,421.0,-50.0
265.0,4.0,351.0,211.0,207.75
939.0,20.0,470.0,985.0,603.5
80.0,413.0,202.0,17.0,-50.0
5.0,273.0,426.0,920.0,406.0
496.0,244.0,962.0,208.0,-50.0
736.0,238.0,643.0,717.0,583.5
770.0,277.0,800.0,347.0,548.5
781.0,860.0,18.0,989.0,662.0
454.0,301.0,723.0,924.0,-50.0
874.0,300.0,916.0,567.0,664.25
542.0,639.0,43.0,604.0,-50.0
424.0,300.0,344.0,806.0,-50.0
372.0,270.0,303.0,166.0,277.75
834.0,762.0,48.0,457.0,525.25
635.0,626.0,532.0,930.0,680.75
647.0,996.0,342.0,703.0,-50.0
892.0,561.0,61.0,833.0,586.75
413.0,283.0,274.0,575.0,-50.0
764.0,376.0,574.0,476.0,547.5
971.0,936.0,966.0,570.0,-50.0
804.0,301.0,300.0,266.0,-50.0
854.0,196.0,933.0,728.0,677.75
817.0,176.0,581.0,105.0,419.75
935.0,186.0,670.0,663.0,613.5
902.0,423.0,65.0,160.0,387.5
683.0,768.0,475.0,459.0,596.25
206.0,289.0,801.0,220.0,379.0
128.0,167.0,234.0,884.0,-50.0
133.0,0.0,309.0,221.0,165.75
974.0,695.0,387.0,786.0,-50.0
378.0,255.0,753.0,581.0,-50.0
606.0,850.0,573.0,824.0,-50.0
219.0,953.0,211.0,944.0,-50.0
609.0,678.0,904.0,217.0,-50.0
344.0,64.0,973.0,994.0,593.75
939.0,789.0,91.0,133.0,488.0
775.0,3.0,475.0,740.0,498.25
373.0,709.0,252.0,501.0,-50.0
712.0,314.0,650.0,516.0,-50.0
563.0,591.0,628.0,239.0,505.25
752.0,351.0,209.0,11.0,-50.0
186.0,5.0,961.0,261.0,353.25
234.0,715.0,949.0,474.0,593.0
563.0,961.0,422.0,472.0,604.5
83.0,367.0,43.0,134.0,156.75
474.0,737.0,40.0,404.0,413.75
316.0,791.0,399.0,944.0,-50.0
690.0,993.0,647.0,937.0,-50.0
304.0,255.0,629.0,279.0,-50.0
491.0,645.0,522.0,469.0,531.75
58.0,131.0,554.0,780.0,380.75
844.0,881.0,546.0,132.0,-50.0
906.0,316.0,580.0,701.0,625.75
768.0,48.0,804.0,613.0,558.25
381.0,866.0,521.0,302.0,-50.0
314.0,921.0,181.0,588.0,-50.0
836.0,520.0,810.0,43.0,552.25
310.0,637.0,982.0,310.0,-50.0
692.0,567.0,923.0,34.0,-50.0
841.0,42.0,718.0,844.0,611.25
479.0,726.0,301.0,774.0,570.0
201.0,179.0,287.0,45.0,-50.0
779.0,344.0,956.0,939.0,754.5
256.0,932.0,384.0,547.0,529.75
627.0,644.0,386.0,522.0,544.75
7.0,822.0,468.0,811.0,527.0
98.0,730.0,307.0,636.0,-50.0
541.0,419.0,223.0,947.0,-50.0
180.0,68.0,787.0,290.0,331.25
53.0,563.0,482.0,509.0,-50.0
952.0,823.0,736.0,10.0,-50.0
124.0,382.0,63.0,146.0,178.75
652.0,125.0,420.0,702.0,474.75
236.0,465.0,281.0,715.0,424.25
253.0,251.0,290.0,504.0,-50.0
627.0,378.0,670.0,596.0,567.75
835.0,257.0,828.0,503.0,-50.0
297.0,311.0,769.0,440.0,454.25
723.0,563.0,118.0,543.0,486.75
2.0,948.0,217.0,732.0,-50.0
422.0,80.0,904.0,640.0,-50.0
507.0,690.0,779.0,446.0,605.5
450.0,781.0,884.0,129.0,-50.0
536.0,949.0,489.0,663.0,659.25
938.0,856.0,752.0,753.0,824.75
272.0,27.0,654.0,661.0,403.5
741.0,311.0,121.0,516.0,422.25
211.0,853.0,637.0,359.0,-50.0
514.0,244.0,462.0,948.0,-50.0
115.0,91.0,721.0,49.0,244.0
156.0,657.0,895.0,695.0,-50.0
8.0,928.0,400.0,833.0,-50.0
552.0,883.0,344.0,843.0,655.5
883.0,246.0,329.0,855.0,578.25
138.0,847.0,483.0,550.0,-50.0
94.0,604.0,663.0,70.0,-50.0
198.0,192.0,504.0,773.0,-50.0
139.0,589.0,680.0,106.0,-50.0
835.0,595.0,935.0,922.0,-50.0
260.0,462.0,162.0,710.0,398.5
63.0,903.0,728.0,544.0,559.5
294.0,407.0,692.0,497.0,-50.0
868.0,337.0,499.0,496.0,-50.0
193.0,229.0,213.0,211.0,-50.0
518.0,344.0,701.0,200.0,440.75
936.0,785.0,270.0,359.0,-50.0
765.0,765.0,308.0,789.0,656.75
407.0,153.0,18.0,340.0,229.5
258.0,535.0,310.0,859.0,-50.0
262.0,648.0,523.0,56.0,-50.0
819.0,803.0,667.0,542.0,707.75
77.0,258.0,448.0,38.0,205.25
514.0,525.0,35.0,493.0,-50.0
826.0,833.0,442.0,441.0,635.5
777.0,944.0,805.0,537.0,765.75
172.0,346.0,497.0,253.0,317.0
424.0,160.0,557.0,850.0,-50.0
891.0,541.0,903.0,114.0,612.25
956.0,650.0,858.0,225.0,-50.0
570.0,56.0,427.0,792.0,461.25
610.0,680.0,283.0,749.0,-50.0
194.0,125.0,894.0,468.0,-50.0
668.0,13.0,455.0,68.0,-50.0
865.0,420.0,700.0,931.0,729.0
358.0,764.0,467.0,241.0,457.5
599.0,644.0,396.0,797.0,609.0
17.0,863.0,530.0,720.0,532.5
524.0,717.0,498.0,347.0,-50.0
691.0,904.0,372.0,569.0,634.0
402.0,650.0,596.0,605.0,-50.0
144.0,532.0,154.0,615.0,-50.0
630.0,651.0,951.0,887.0,-50.0
43.0,815.0,367.0,11.0,309.0
33.0,756.0,399.0,902.0,522.5
262.0,515.0,237.0,180.0,-50.0
675.0,859.0,160.0,317.0,502.75
216.0,383.0,808.0,723.0,-50.0
505.0,645.0,24.0,810.0,496.0
943.0,265.0,646.0,123.0,-50.0
794.0,866.0,182.0,603.0,-50.0
369.0,989.0,203.0,472.0,-50.0
533.0,445.0,738.0,38.0,-50.0
470.0,149.0,219.0,775.0,403.25
374.0,199.0,151.0,276.0,250.0
728.0,634.0,619.0,713.0,-50.0
100.0,742.0,139.0,164.0,-50.0
575.0,921.0,803.0,962.0,815.25
436.0,55.0,546.0,707.0,-50.0
830.0,538.0,691.0,42.0,525.25
440.0,355.0,773.0,944.0,-50.0
108.0,271.0,360.0,409.0,-50.0
300.0,710.0,536.0,318.0,466.0
922.0,289.0,926.0,656.0,-50.0
447.0,123.0,421.0,276.0,-50.0
361.0,197.0,123.0,38.0,179.75
44.0,899.0,312.0,980.0,558.75
564.0,873.0,71.0,173.0,-50.0
792.0,926.0,839.0,624.0,-50.0
739.0,504.0,752.0,268.0,565.75
275.0,611.0,571.0,30.0,371.75
