A,B,C,D,AVERAGE
976.0,186.0,412.0,839.0,603.25
572.0,116.0,276.0,305.0,317.25
483.0,454.0,157.0,99.0,298.25
918.0,238.0,433.0,661.0,562.5
803.0,628.0,520.0,654.0,651.25
821.0,306.0,786.0,812.0,681.25
912.0,422.0,871.0,449.0,663.5
532.0,500.0,346.0,932.0,577.5
431.0,235.0,415.0,207.0,322.0
984.0,543.0,846.0,670.0,760.75
178.0,71.0,286.0,119.0,163.5
610.0,784.0,764.0,33.0,547.75
725.0,51.0,458.0,111.0,336.25
387.0,127.0,727.0,761.0,500.5
828.0,674.0,15.0,535.0,513.0
287.0,1.0,77.0,409.0,193.5
712.0,813.0,979.0,773.0,819.25
363.0,306.0,806.0,489.0,491.0
743.0,401.0,135.0,939.0,554.5
121.0,412.0,782.0,190.0,376.25
416.0,837.0,378.0,877.0,627.0
479.0,395.0,875.0,578.0,581.75
697.0,63.0,228.0,104.0,273.0
397.0,732.0,647.0,910.0,671.5
484.0,330.0,638.0,656.0,-50.0
894.0,103.0,310.0,10.0,329.25
810.0,645.0,297.0,856.0,652.0
529.0,894.0,866.0,255.0,636.0
42.0,905.0,792.0,957.0,674.0
941.0,451.0,439.0,444.0,568.75
745.0,83.0,444.0,336.0,-50.0
929.0,769.0,190.0,27.0,478.75
127.0,825.0,293.0,707.0,488.0
17.0,822.0,385.0,443.0,416.75
763.0,28.0,242.0,680.0,428.25
741.0,2.0,966.0,991.0,675.0
223.0,963.0,560.0,854.0,650.0
627.0,568.0,533.0,424.0,538.0
295.0,489.0,798.0,662.0,561.0
831.0,56.0,841.0,929.0,664.25
66.0,26.0,299.0,181.0,143.0
546.0,27.0,151.0,742.0,366.5
214.0,232.0,456.0,919.0,-50.0
175.0,666.0,710.0,533.0,521.0
920.0,376.0,681.0,436.0,-50.0
936.0,701.0,635.0,343.0,-50.0
586.0,52.0,94.0,675.0,351.75
530.0,979.0,714.0,221.0,611.0
707.0,542.0,694.0,340.0,-50.0
584.0,861.0,558.0,469.0,618.0
962.0,331.0,660.0,807.0,-50.0
514.0,769.0,359.0,843.0,621.25
941.0,733.0,134.0,567.0,593.75
601.0,406.0,947.0,659.0,653.25
354.0,301.0,418.0,479.0,388.0
372.0,634.0,987.0,513.0,626.5
302.0,448.0,196.0,946.0,473.0
222.0,56.0,824.0,314.0,354.0
476.0,453.0,827.0,181.0,484.25
392.0,15.0,455.0,304.0,291.5
964.0,662.0,77.0,789.0,623.0
716.0,738.0,230.0,289.0,493.25
357.0,780.0,735.0,662.0,633.5
184.0,147.0,249.0,567.0,286.75
323.0,767.0,812.0,437.0,584.75
698.0,953.0,703.0,519.0,718.25
402.0,998.0,87.0,709.0,549.0
347.0,475.0,660.0,347.0,457.25
552.0,572.0,165.0,95.0,346.0
335.0,448.0,977.0,286.0,511.5
869.0,672.0,837.0,623.0,750.25
114.0,88.0,709.0,521.0,358.0
234.0,52.0,926.0,168.0,-50.0
456.0,210.0,773.0,563.0,500.5
257.0,594.0,471.0,310.0,408.0
271.0,903.0,773.0,854.0,700.25
780.0,247.0,786.0,827.0,660.0
369.0,851.0,525.0,930.0,668.75
908.0,175.0,134.0,952.0,-50.0
768.0,48.0,804.0,613.0,558.25
178.0,666.0,767.0,636.0,-50.0
190.0,879.0,400.0,285.0,438.5
778.0,553.0,401.0,147.0,469.75
856.0,814.0,681.0,677.0,757.0
514.0,905.0,83.0,777.0,569.75
316.0,891.0,169.0,964.0,585.0
455.0,928.0,344.0,426.0,538.25
417.0,637.0,42.0,969.0,516.25
423.0,948.0,907.0,513.0,697.75
364.0,511.0,241.0,658.0,443.5
651.0,596.0,996.0,730.0,743.25
104.0,279.0,416.0,387.0,-50.0
225.0,91.0,380.0,693.0,-50.0
616.0,309.0,518.0,989.0,608.0
300.0,265.0,53.0,86.0,176.0
900.0,284.0,375.0,869.0,607.0
18.0,281.0,776.0,300.0,343.75
384.0,877.0,527.0,832.0,655.0
321.0,702.0,308.0,872.0,550.75
19.0,680.0,848.0,901.0,612.0
701.0,367.0,217.0,841.0,531.5
815.0,813.0,551.0,617.0,699.0
449.0,197.0,327.0,474.0,361.75
157.0,499.0,501.0,476.0,408.25
160.0,314.0,356.0,474.0,326.0
496.0,967.0,162.0,256.0,470.25
883.0,928.0,425.0,161.0,599.25
575.0,28.0,956.0,161.0,430.0
591.0,247.0,504.0,890.0,558.0
521.0,809.0,472.0,205.0,501.75
306.0,688.0,793.0,876.0,665.75
472.0,159.0,605.0,896.0,533.0
241.0,949.0,91.0,998.0,569.75
447.0,586.0,13.0,863.0,477.25
976.0,749.0,56.0,559.0,585.0
712.0,314.0,650.0,516.0,548.0
609.0,668.0,670.0,659.0,651.5
455.0,922.0,682.0,134.0,548.25
463.0,589.0,949.0,212.0,553.25
711.0,191.0,500.0,60.0,365.5
993.0,651.0,745.0,609.0,749.5
447.0,866.0,924.0,320.0,639.25
689.0,347.0,996.0,828.0,715.0
519.0,129.0,5.0,756.0,352.25
467.0,850.0,496.0,664.0,619.25
108.0,695.0,155.0,32.0,247.5
824.0,973.0,321.0,247.0,591.25
202.0,653.0,660.0,81.0,399.0
487.0,750.0,407.0,552.0,549.0
694.0,530.0,699.0,68.0,497.75
241.0,566.0,990.0,301.0,524.5
108.0,500.0,905.0,240.0,438.25
579.0,3.0,113.0,242.0,234.25
962.0,809.0,339.0,93.0,550.75
315.0,115.0,139.0,210.0,-50.0
393.0,730.0,9.0,701.0,458.25
694.0,626.0,96.0,344.0,440.0
848.0,314.0,3.0,851.0,504.0
10.0,317.0,431.0,525.0,320.75
777.0,438.0,704.0,432.0,587.75
508.0,518.0,897.0,408.0,582.75
979.0,679.0,508.0,821.0,746.75
986.0,709.0,658.0,845.0,799.5
563.0,591.0,628.0,239.0,505.25
974.0,695.0,387.0,786.0,710.5
931.0,682.0,479.0,88.0,545.0
46.0,705.0,397.0,235.0,345.75
323.0,106.0,938.0,311.0,419.5
988.0,398.0,775.0,126.0,571.75
672.0,738.0,658.0,334.0,600.5
602.0,901.0,123.0,845.0,617.75
188.0,742.0,226.0,247.0,-50.0
502.0,113.0,883.0,438.0,484.0
719.0,755.0,19.0,1.0,373.5
25.0,650.0,946.0,758.0,594.75
108.0,674.0,907.0,126.0,453.75
452.0,858.0,901.0,411.0,655.5
520.0,653.0,880.0,571.0,656.0
622.0,635.0,704.0,269.0,557.5
361.0,458.0,833.0,115.0,441.75
804.0,243.0,652.0,973.0,668.0
92.0,392.0,457.0,697.0,409.5
909.0,219.0,856.0,723.0,676.75
113.0,124.0,506.0,202.0,236.25
715.0,326.0,523.0,253.0,454.25
742.0,253.0,630.0,432.0,514.25
87.0,743.0,635.0,581.0,511.5
454.0,583.0,491.0,194.0,430.5
121.0,491.0,456.0,227.0,323.75
707.0,619.0,84.0,576.0,496.5
327.0,72.0,684.0,212.0,323.75
22.0,210.0,840.0,865.0,484.25
712.0,493.0,259.0,974.0,609.5
930.0,261.0,786.0,203.0,545.0
311.0,661.0,176.0,982.0,-50.0
196.0,788.0,9.0,884.0,469.25
284.0,709.0,950.0,384.0,581.75
421.0,123.0,726.0,936.0,551.5
651.0,60.0,290.0,729.0,432.5
420.0,835.0,977.0,426.0,664.5
583.0,401.0,87.0,298.0,342.25
563.0,278.0,705.0,856.0,-50.0
88.0,726.0,605.0,626.0,511.25
1.0,189.0,662.0,883.0,433.75
770.0,183.0,629.0,215.0,449.25
705.0,338.0,629.0,535.0,551.75
126.0,527.0,655.0,649.0,489.25
226.0,759.0,929.0,519.0,608.25
425.0,356.0,544.0,915.0,560.0
736.0,757.0,18.0,388.0,474.75
736.0,251.0,526.0,482.0,498.75
731.0,346.0,53.0,935.0,516.25
727.0,280.0,812.0,311.0,-50.0
610.0,0.0,144.0,370.0,-50.0
914.0,975.0,358.0,507.0,688.5
468.0,761.0,559.0,289.0,519.25
369.0,101.0,435.0,853.0,439.5
673.0,541.0,34.0,654.0,475.5
665.0,234.0,961.0,739.0,649.75
313.0,349.0,474.0,830.0,491.5
380.0,340.0,199.0,392.0,327.75
87.0,908.0,474.0,699.0,542.0
987.0,580.0,452.0,841.0,715.0
124.0,883.0,600.0,523.0,532.5
493.0,409.0,454.0,401.0,439.25
559.0,69.0,992.0,962.0,645.5
265.0,189.0,58.0,917.0,357.25
934.0,372.0,590.0,742.0,659.5
455.0,778.0,368.0,475.0,519.0
126.0,822.0,913.0,474.0,583.75
764.0,348.0,832.0,929.0,718.25
193.0,629.0,255.0,347.0,356.0
472.0,824.0,620.0,608.0,631.0
799.0,979.0,187.0,173.0,534.5
214.0,666.0,782.0,355.0,504.25
633.0,571.0,125.0,886.0,553.75
81.0,309.0,994.0,531.0,478.75
117.0,837.0,977.0,724.0,663.75
601.0,402.0,366.0,258.0,406.75
566.0,339.0,951.0,341.0,549.25
1.0,185.0,774.0,485.0,361.25
213.0,409.0,582.0,859.0,515.75
586.0,941.0,995.0,2.0,631.0
413.0,630.0,743.0,21.0,451.75
558.0,478.0,913.0,736.0,671.25
127.0,126.0,665.0,435.0,338.25
968.0,64.0,98.0,634.0,441.0
936.0,427.0,747.0,901.0,752.75
675.0,610.0,10.0,38.0,333.25
604.0,478.0,744.0,372.0,549.5
526.0,187.0,872.0,641.0,556.5
226.0,22.0,452.0,84.0,196.0
741.0,311.0,121.0,516.0,422.25
582.0,479.0,90.0,190.0,335.25
444.0,918.0,951.0,119.0,608.0
835.0,247.0,350.0,270.0,425.5
573.0,571.0,575.0,845.0,641.0
331.0,458.0,150.0,681.0,405.0
69.0,614.0,632.0,992.0,576.75
337.0,894.0,324.0,10.0,391.25
174.0,160.0,980.0,27.0,335.25
576.0,289.0,798.0,412.0,518.75
536.0,132.0,728.0,187.0,395.75
839.0,327.0,124.0,105.0,348.75
817.0,300.0,72.0,631.0,455.0
298.0,9.0,82.0,264.0,163.25
837.0,133.0,150.0,218.0,334.5
43.0,490.0,309.0,79.0,230.25
55.0,594.0,510.0,96.0,313.75
891.0,323.0,787.0,10.0,502.75
544.0,465.0,707.0,57.0,443.25
628.0,110.0,135.0,825.0,424.5
846.0,977.0,349.0,4.0,544.0
585.0,749.0,624.0,31.0,497.25
865.0,823.0,791.0,659.0,784.5
39.0,283.0,27.0,402.0,187.75
361.0,353.0,862.0,371.0,486.75
890.0,614.0,29.0,152.0,421.25
50.0,177.0,240.0,405.0,218.0
705.0,563.0,926.0,722.0,-50.0
737.0,359.0,534.0,37.0,416.75
664.0,573.0,338.0,30.0,401.25
587.0,287.0,294.0,691.0,464.75
635.0,39.0,853.0,773.0,575.0
374.0,199.0,151.0,276.0,250.0
131.0,924.0,880.0,322.0,564.25
173.0,290.0,218.0,189.0,217.5
660.0,417.0,617.0,585.0,569.75
139.0,660.0,954.0,588.0,585.25
556.0,29.0,302.0,618.0,376.25
895.0,624.0,512.0,681.0,678.0
39.0,1.0,591.0,60.0,172.75
224.0,318.0,500.0,809.0,462.75
148.0,663.0,553.0,578.0,485.5
473.0,933.0,598.0,861.0,716.25
238.0,361.0,396.0,804.0,449.75
764.0,585.0,533.0,80.0,490.5
850.0,620.0,278.0,660.0,-50.0
776.0,416.0,354.0,217.0,440.75
986.0,38.0,622.0,416.0,515.5
784.0,526.0,226.0,934.0,617.5
246.0,687.0,618.0,759.0,577.5
285.0,857.0,647.0,548.0,584.25
974.0,845.0,429.0,682.0,732.5
837.0,422.0,187.0,643.0,522.25
818.0,77.0,656.0,358.0,477.25
836.0,494.0,134.0,299.0,440.75
401.0,773.0,544.0,312.0,507.5
378.0,800.0,838.0,919.0,733.75
250.0,457.0,567.0,589.0,465.75
283.0,748.0,983.0,693.0,676.75
396.0,307.0,339.0,21.0,265.75
580.0,250.0,433.0,0.0,315.75
775.0,852.0,233.0,625.0,621.25
597.0,196.0,938.0,438.0,-50.0
834.0,636.0,818.0,383.0,667.75
264.0,320.0,779.0,338.0,425.25
707.0,513.0,671.0,496.0,-50.0
105.0,393.0,290.0,171.0,239.75
865.0,356.0,278.0,734.0,558.25
285.0,716.0,770.0,906.0,-50.0
734.0,619.0,368.0,840.0,640.25
97.0,275.0,945.0,87.0,351.0
84.0,92.0,99.0,158.0,-50.0
16.0,665.0,182.0,642.0,376.25
232.0,851.0,229.0,378.0,-50.0
240.0,200.0,908.0,569.0,-50.0
935.0,970.0,758.0,654.0,829.25
132.0,325.0,548.0,875.0,470.0
267.0,824.0,65.0,998.0,538.5
998.0,605.0,754.0,137.0,623.5
331.0,919.0,23.0,702.0,493.75
421.0,319.0,990.0,809.0,634.75
651.0,394.0,992.0,617.0,663.5
661.0,669.0,28.0,68.0,356.5
929.0,521.0,0.0,203.0,413.25
913.0,397.0,706.0,536.0,638.0
800.0,719.0,438.0,498.0,613.75
651.0,294.0,865.0,504.0,578.5
280.0,168.0,15.0,993.0,364.0
276.0,43.0,957.0,618.0,473.5
705.0,30.0,560.0,140.0,-50.0
158.0,47.0,317.0,408.0,232.5
304.0,902.0,701.0,971.0,719.5
801.0,349.0,99.0,410.0,-50.0
994.0,90.0,359.0,218.0,415.25
441.0,666.0,400.0,340.0,461.75
7.0,746.0,70.0,312.0,283.75
64.0,532.0,456.0,424.0,369.0
425.0,460.0,178.0,89.0,288.0
794.0,891.0,590.0,639.0,-50.0
299.0,6.0,775.0,888.0,492.0
693.0,392.0,660.0,698.0,610.75
899.0,345.0,476.0,855.0,643.75
704.0,131.0,171.0,1.0,251.75
713.0,764.0,86.0,597.0,540.0
59.0,737.0,440.0,888.0,531.0
285.0,357.0,339.0,7.0,-50.0
416.0,712.0,912.0,202.0,560.5
604.0,189.0,11.0,807.0,-50.0
689.0,682.0,970.0,872.0,803.25
889.0,586.0,429.0,707.0,652.75
519.0,981.0,948.0,82.0,632.5
111.0,445.0,74.0,895.0,381.25
587.0,253.0,276.0,135.0,312.75
943.0,562.0,610.0,45.0,540.0
311.0,924.0,585.0,923.0,685.75
872.0,112.0,763.0,45.0,448.0
700.0,657.0,369.0,102.0,457.0
728.0,16.0,188.0,10.0,235.5
284.0,720.0,582.0,781.0,591.75
132.0,374.0,883.0,528.0,479.25
757.0,406.0,431.0,295.0,472.25
197.0,140.0,710.0,954.0,500.25
821.0,500.0,276.0,964.0,640.25
843.0,966.0,204.0,127.0,535.0
443.0,408.0,127.0,302.0,-50.0
871.0,748.0,898.0,722.0,809.75
716.0,360.0,70.0,214.0,-50.0
893.0,828.0,20.0,475.0,554.0
788.0,958.0,681.0,524.0,737.75
818.0,434.0,727.0,252.0,557.75
78.0,865.0,21.0,619.0,395.75
506.0,895.0,273.0,677.0,587.75
142.0,627.0,327.0,561.0,414.25
327.0,870.0,220.0,307.0,431.0
286.0,584.0,637.0,465.0,493.0
598.0,542.0,708.0,618.0,616.5
242.0,638.0,546.0,51.0,369.25
210.0,206.0,38.0,752.0,-50.0
230.0,971.0,448.0,818.0,616.75
591.0,279.0,945.0,176.0,497.75
448.0,211.0,886.0,370.0,478.75
172.0,46.0,692.0,823.0,433.25
996.0,568.0,56.0,298.0,479.5
926.0,805.0,165.0,2.0,474.5
652.0,347.0,269.0,634.0,475.5
12.0,397.0,93.0,648.0,287.5
416.0,976.0,969.0,301.0,665.5
107.0,369.0,550.0,100.0,-50.0
766.0,326.0,319.0,842.0,563.25
532.0,372.0,165.0,696.0,441.25
410.0,43.0,233.0,615.0,325.25
695.0,225.0,415.0,938.0,568.25
772.0,124.0,749.0,372.0,504.25
409.0,116.0,410.0,722.0,414.25
876.0,521.0,197.0,207.0,450.25
498.0,504.0,212.0,526.0,435.0
57.0,986.0,156.0,58.0,314.25
673.0,855.0,43.0,887.0,614.5
976.0,813.0,408.0,73.0,567.5
449.0,915.0,901.0,96.0,-50.0
837.0,682.0,60.0,632.0,552.75
615.0,57.0,959.0,563.0,548.5
682.0,622.0,946.0,638.0,722.0
364.0,188.0,58.0,359.0,242.25
370.0,86.0,580.0,536.0,393.0
451.0,398.0,298.0,508.0,413.75
533.0,881.0,796.0,514.0,681.0
87.0,982.0,171.0,640.0,470.0
280.0,721.0,219.0,239.0,364.75
476.0,108.0,587.0,190.0,340.25
72.0,614.0,666.0,431.0,445.75
790.0,369.0,58.0,814.0,-50.0
225.0,404.0,483.0,285.0,349.25
453.0,437.0,464.0,852.0,551.5
28.0,123.0,636.0,806.0,398.25
30.0,931.0,782.0,656.0,599.75
876.0,276.0,213.0,40.0,351.25
826.0,50.0,594.0,3.0,368.25
895.0,224.0,439.0,145.0,425.75
42.0,191.0,827.0,897.0,489.25
191.0,247.0,568.0,30.0,259.0
464.0,504.0,840.0,810.0,654.5
578.0,898.0,720.0,433.0,657.25
973.0,952.0,658.0,662.0,811.25
618.0,355.0,439.0,123.0,383.75
974.0,970.0,391.0,493.0,707.0
749.0,540.0,691.0,649.0,657.25
664.0,815.0,100.0,29.0,402.0
419.0,105.0,495.0,211.0,307.5
999.0,137.0,485.0,435.0,514.0
960.0,292.0,183.0,36.0,367.75
845.0,918.0,957.0,454.0,793.5
488.0,691.0,76.0,749.0,501.0
242.0,114.0,696.0,991.0,510.75
57.0,989.0,740.0,684.0,617.5
355.0,495.0,605.0,24.0,369.75
11.0,200.0,186.0,131.0,132.0
503.0,994.0,296.0,900.0,673.25
427.0,550.0,591.0,693.0,-50.0
241.0,130.0,124.0,947.0,360.5
26.0,780.0,932.0,159.0,-50.0
155.0,672.0,277.0,485.0,397.25
278.0,163.0,978.0,557.0,494.0
890.0,9.0,535.0,451.0,471.25
3.0,197.0,591.0,964.0,438.75
254.0,608.0,954.0,577.0,598.25
771.0,507.0,557.0,855.0,672.5
64.0,292.0,214.0,286.0,214.0
958.0,353.0,26.0,503.0,-50.0
351.0,384.0,668.0,354.0,439.25
70.0,192.0,117.0,807.0,296.5
636.0,803.0,299.0,743.0,620.25
310.0,503.0,561.0,642.0,504.0
40.0,416.0,395.0,41.0,223.0
101.0,674.0,700.0,351.0,456.5
378.0,503.0,952.0,632.0,616.25
759.0,158.0,225.0,453.0,398.75
564.0,72.0,922.0,31.0,397.25
732.0,264.0,972.0,956.0,731.0
966.0,479.0,929.0,808.0,795.5
577.0,327.0,85.0,183.0,293.0
361.0,755.0,611.0,775.0,625.5
93.0,17.0,385.0,830.0,331.25
234.0,311.0,393.0,739.0,419.25
613.0,946.0,589.0,868.0,754.0
48.0,170.0,132.0,590.0,235.0
168.0,680.0,106.0,227.0,295.25
668.0,768.0,272.0,254.0,490.5
916.0,205.0,212.0,137.0,367.5
72.0,770.0,858.0,400.0,525.0
23.0,586.0,678.0,202.0,372.25
484.0,396.0,479.0,444.0,-50.0
455.0,374.0,35.0,197.0,265.25
537.0,961.0,938.0,397.0,708.25
288.0,772.0,33.0,23.0,279.0
420.0,906.0,183.0,929.0,609.5
337.0,248.0,620.0,239.0,361.0
162.0,757.0,779.0,359.0,514.25
875.0,840.0,264.0,81.0,515.0
373.0,160.0,687.0,532.0,438.0
747.0,476.0,550.0,404.0,544.25
212.0,369.0,828.0,674.0,520.75
532.0,927.0,777.0,941.0,794.25
747.0,333.0,857.0,257.0,548.5
561.0,458.0,407.0,796.0,555.5
490.0,68.0,980.0,233.0,442.75
355.0,957.0,313.0,905.0,632.5
2.0,948.0,217.0,732.0,474.75
347.0,304.0,311.0,665.0,406.75
579.0,942.0,908.0,407.0,709.0
375.0,259.0,862.0,301.0,449.25
685.0,458.0,737.0,597.0,619.25
93.0,856.0,303.0,747.0,499.75
936.0,35.0,242.0,2.0,303.75
133.0,236.0,801.0,769.0,484.75
599.0,990.0,0.0,511.0,525.0
645.0,740.0,706.0,384.0,618.75
725.0,393.0,416.0,183.0,429.25
761.0,467.0,341.0,125.0,423.5
993.0,481.0,782.0,324.0,645.0
870.0,419.0,95.0,839.0,555.75
95.0,414.0,346.0,19.0,218.5
177.0,42.0,613.0,604.0,359.0
523.0,140.0,975.0,310.0,487.0
263.0,100.0,498.0,146.0,251.75
395.0,587.0,0.0,875.0,464.25
643.0,294.0,451.0,587.0,493.75
836.0,838.0,402.0,971.0,761.75
470.0,194.0,732.0,469.0,466.25
652.0,915.0,113.0,672.0,588.0
879.0,371.0,697.0,816.0,690.75
260.0,817.0,876.0,734.0,671.75
624.0,615.0,373.0,421.0,508.25
468.0,680.0,33.0,52.0,308.25
716.0,147.0,445.0,289.0,399.25
981.0,854.0,333.0,824.0,748.0
989.0,443.0,832.0,607.0,717.75
59.0,372.0,816.0,122.0,342.25
272.0,929.0,623.0,329.0,538.25
505.0,517.0,608.0,8.0,409.5
337.0,279.0,297.0,784.0,424.25
553.0,717.0,458.0,531.0,564.75
835.0,569.0,178.0,522.0,526.0
170.0,91.0,502.0,370.0,283.25
851.0,669.0,970.0,104.0,648.5
842.0,842.0,870.0,502.0,764.0
591.0,63.0,523.0,412.0,397.25
536.0,374.0,708.0,629.0,-50.0
50.0,724.0,91.0,112.0,244.25
557.0,570.0,107.0,482.0,-50.0
831.0,948.0,688.0,840.0,826.75
960.0,487.0,346.0,636.0,607.25
62.0,230.0,668.0,803.0,440.75
396.0,611.0,484.0,607.0,524.5
36.0,360.0,714.0,391.0,375.25
978.0,998.0,847.0,425.0,-50.0
987.0,675.0,137.0,990.0,697.25
550.0,950.0,288.0,132.0,480.0
757.0,89.0,863.0,295.0,501.0
692.0,950.0,39.0,553.0,558.5
780.0,853.0,5.0,737.0,-50.0
240.0,814.0,853.0,787.0,673.5
335.0,952.0,601.0,738.0,656.5
670.0,807.0,228.0,777.0,620.5
192.0,143.0,809.0,71.0,303.75
23.0,504.0,20.0,348.0,-50.0
142.0,693.0,615.0,449.0,474.75
800.0,779.0,771.0,860.0,802.5
362.0,982.0,702.0,180.0,556.5
753.0,59.0,143.0,139.0,273.5
196.0,192.0,28.0,230.0,161.5
693.0,680.0,197.0,646.0,554.0
447.0,399.0,261.0,388.0,373.75
760.0,727.0,80.0,297.0,466.0
929.0,914.0,193.0,302.0,584.5
687.0,565.0,776.0,931.0,-50.0
796.0,683.0,446.0,964.0,722.25
641.0,882.0,439.0,564.0,-50.0
637.0,759.0,934.0,496.0,-50.0
301.0,435.0,972.0,800.0,-50.0
879.0,656.0,739.0,454.0,682.0
724.0,281.0,579.0,483.0,516.75
498.0,584.0,574.0,876.0,633.0
524.0,226.0,958.0,297.0,501.25
661.0,841.0,98.0,503.0,525.75
927.0,6.0,165.0,988.0,521.5
952.0,598.0,525.0,581.0,664.0
310.0,186.0,208.0,593.0,-50.0
574.0,582.0,120.0,409.0,421.25
914.0,348.0,754.0,201.0,-50.0
931.0,916.0,414.0,175.0,609.0
701.0,957.0,590.0,432.0,670.0
967.0,221.0,196.0,39.0,355.75
802.0,293.0,64.0,645.0,451.0
947.0,765.0,729.0,615.0,764.0
385.0,99.0,928.0,371.0,445.75
194.0,743.0,76.0,245.0,-50.0
525.0,579.0,908.0,589.0,650.25
868.0,337.0,499.0,496.0,550.0
652.0,779.0,561.0,172.0,541.0
856.0,113.0,678.0,72.0,429.75
714.0,907.0,478.0,245.0,586.0
739.0,235.0,948.0,298.0,555.0
154.0,266.0,834.0,931.0,546.25
918.0,366.0,280.0,859.0,605.75
58.0,603.0,234.0,238.0,283.25
671.0,352.0,431.0,605.0,514.75
45.0,185.0,703.0,969.0,475.5
467.0,94.0,549.0,672.0,445.5
94.0,154.0,302.0,742.0,323.0
492.0,195.0,344.0,612.0,410.75
314.0,160.0,158.0,681.0,328.25
802.0,241.0,235.0,876.0,538.5
537.0,361.0,644.0,998.0,635.0
451.0,42.0,69.0,886.0,362.0
347.0,867.0,161.0,952.0,581.75
818.0,484.0,620.0,917.0,709.75
793.0,471.0,605.0,691.0,640.0
672.0,663.0,939.0,353.0,656.75
442.0,173.0,345.0,9.0,242.25
466.0,133.0,907.0,391.0,474.25
134.0,861.0,492.0,731.0,554.5
219.0,953.0,211.0,944.0,-50.0
257.0,861.0,447.0,347.0,478.0
754.0,438.0,439.0,118.0,437.25
795.0,815.0,100.0,751.0,615.25
86.0,460.0,560.0,960.0,516.5
212.0,587.0,53.0,315.0,291.75
120.0,709.0,464.0,687.0,495.0
693.0,722.0,910.0,790.0,-50.0
340.0,532.0,561.0,827.0,565.0
65.0,617.0,738.0,708.0,532.0
861.0,550.0,46.0,587.0,-50.0
633.0,128.0,600.0,281.0,410.5
36.0,74.0,544.0,614.0,317.0
728.0,853.0,207.0,595.0,595.75
507.0,935.0,588.0,551.0,645.25
895.0,990.0,483.0,299.0,666.75
865.0,727.0,796.0,757.0,786.25
321.0,947.0,540.0,894.0,675.5
552.0,883.0,344.0,843.0,655.5
930.0,21.0,666.0,565.0,545.5
804.0,496.0,68.0,675.0,510.75
757.0,268.0,832.0,28.0,471.25
161.0,545.0,825.0,935.0,616.5
745.0,517.0,233.0,756.0,562.75
582.0,780.0,126.0,341.0,457.25
167.0,533.0,461.0,861.0,505.5
766.0,888.0,228.0,879.0,690.25
368.0,10.0,659.0,165.0,300.5
141.0,394.0,282.0,881.0,424.5
420.0,719.0,162.0,200.0,-50.0
470.0,38.0,530.0,393.0,357.75
471.0,509.0,393.0,415.0,447.0
930.0,579.0,940.0,898.0,836.75
25.0,259.0,600.0,587.0,367.75
686.0,372.0,511.0,975.0,636.0
386.0,927.0,579.0,786.0,669.5
829.0,743.0,68.0,611.0,562.75
125.0,126.0,257.0,302.0,202.5
282.0,967.0,527.0,725.0,625.25
937.0,846.0,38.0,292.0,528.25
757.0,642.0,16.0,512.0,481.75
366.0,408.0,20.0,633.0,356.75
897.0,585.0,90.0,415.0,496.75
336.0,706.0,703.0,47.0,448.0
950.0,132.0,635.0,433.0,537.5
718.0,172.0,291.0,731.0,478.0
716.0,352.0,151.0,652.0,467.75
577.0,598.0,723.0,973.0,717.75
438.0,856.0,992.0,75.0,590.25
370.0,96.0,280.0,309.0,263.75
562.0,486.0,181.0,356.0,396.25
378.0,678.0,98.0,762.0,479.0
454.0,727.0,202.0,233.0,404.0
148.0,688.0,179.0,191.0,301.5
52.0,139.0,807.0,979.0,494.25
682.0,834.0,722.0,253.0,622.75
905.0,333.0,361.0,965.0,641.0
850.0,750.0,488.0,10.0,524.5
793.0,591.0,444.0,492.0,580.0
680.0,365.0,12.0,335.0,348.0
378.0,680.0,300.0,112.0,367.5
456.0,282.0,776.0,519.0,508.25
241.0,666.0,574.0,310.0,447.75
513.0,545.0,39.0,875.0,493.0
997.0,416.0,44.0,402.0,464.75
157.0,177.0,592.0,99.0,256.25
725.0,661.0,913.0,965.0,816.0
752.0,845.0,342.0,834.0,693.25
994.0,735.0,34.0,159.0,480.5
328.0,372.0,863.0,319.0,-50.0
431.0,783.0,742.0,259.0,553.75
20.0,784.0,690.0,340.0,458.5
142.0,561.0,956.0,402.0,515.25
773.0,286.0,287.0,429.0,443.75
69.0,682.0,494.0,669.0,478.5
62.0,419.0,359.0,55.0,223.75
412.0,733.0,456.0,624.0,-50.0
949.0,749.0,599.0,846.0,785.75
856.0,721.0,611.0,685.0,718.25
594.0,194.0,657.0,306.0,437.75
35.0,697.0,617.0,27.0,344.0
10.0,188.0,852.0,517.0,-50.0
484.0,465.0,619.0,318.0,471.5
981.0,313.0,92.0,535.0,480.25
852.0,798.0,51.0,439.0,535.0
493.0,131.0,489.0,333.0,-50.0
848.0,845.0,463.0,529.0,671.25
650.0,444.0,760.0,985.0,709.75
941.0,990.0,49.0,706.0,671.5
475.0,323.0,18.0,136.0,238.0
474.0,906.0,605.0,118.0,525.75
811.0,315.0,542.0,548.0,554.0
316.0,594.0,668.0,970.0,637.0
439.0,981.0,32.0,190.0,410.5
343.0,77.0,160.0,532.0,278.0
685.0,399.0,85.0,765.0,-50.0
965.0,167.0,231.0,769.0,533.0
471.0,194.0,525.0,11.0,300.25
14.0,197.0,576.0,179.0,241.5
301.0,307.0,701.0,95.0,351.0
56.0,432.0,836.0,334.0,414.5
767.0,751.0,362.0,143.0,505.75
