A,B,C,D,AVERAGE
941.0,383.0,355.0,971.0,662.5
288.0,450.0,3.0,589.0,332.5
31.0,8.0,835.0,99.0,243.25
187.0,87.0,328.0,355.0,239.25
803.0,278.0,782.0,86.0,487.25
581.0,579.0,167.0,157.0,371.0
30.0,756.0,497.0,84.0,341.75
908.0,420.0,792.0,777.0,724.25
201.0,490.0,538.0,50.0,319.75
36.0,360.0,714.0,391.0,375.25
203.0,911.0,873.0,367.0,588.5
293.0,421.0,244.0,383.0,335.25
401.0,350.0,209.0,885.0,461.25
103.0,272.0,931.0,680.0,496.5
184.0,317.0,186.0,302.0,247.25
607.0,95.0,791.0,726.0,554.75
117.0,200.0,117.0,872.0,326.5
723.0,653.0,600.0,223.0,549.75
971.0,66.0,26.0,591.0,413.5
522.0,318.0,473.0,438.0,437.75
737.0,703.0,798.0,83.0,580.25
73.0,957.0,156.0,315.0,375.25
473.0,964.0,621.0,715.0,693.25
652.0,374.0,861.0,685.0,643.0
59.0,668.0,244.0,861.0,458.0
237.0,524.0,221.0,976.0,489.5
637.0,897.0,16.0,941.0,622.75
422.0,327.0,393.0,456.0,399.5
893.0,446.0,166.0,685.0,547.5
17.0,241.0,19.0,840.0,279.25
676.0,978.0,960.0,68.0,670.5
663.0,176.0,862.0,293.0,498.5
897.0,127.0,781.0,190.0,498.75
957.0,450.0,921.0,642.0,742.5
635.0,587.0,79.0,329.0,407.5
722.0,645.0,84.0,259.0,427.5
873.0,558.0,450.0,695.0,644.0
400.0,576.0,238.0,913.0,531.75
368.0,681.0,870.0,524.0,610.75
17.0,342.0,884.0,427.0,417.5
544.0,66.0,439.0,299.0,337.0
714.0,552.0,900.0,101.0,566.75
118.0,666.0,794.0,584.0,540.5
363.0,85.0,71.0,468.0,246.75
592.0,964.0,956.0,842.0,838.5
59.0,449.0,977.0,165.0,412.5
764.0,688.0,681.0,386.0,629.75
781.0,392.0,752.0,831.0,689.0
564.0,564.0,219.0,998.0,586.25
232.0,948.0,56.0,478.0,428.5
938.0,856.0,752.0,753.0,824.75
599.0,213.0,673.0,367.0,463.0
679.0,618.0,338.0,984.0,654.75
970.0,580.0,971.0,640.0,790.25
648.0,718.0,859.0,323.0,637.0
762.0,288.0,290.0,844.0,546.0
1.0,189.0,662.0,883.0,433.75
592.0,10.0,447.0,895.0,486.0
446.0,655.0,277.0,466.0,461.0
161.0,696.0,244.0,635.0,434.0
640.0,662.0,628.0,355.0,571.25
846.0,527.0,11.0,951.0,583.75
331.0,884.0,601.0,488.0,576.0
882.0,302.0,652.0,131.0,491.75
951.0,418.0,794.0,795.0,739.5
935.0,697.0,460.0,354.0,611.5
610.0,728.0,895.0,855.0,772.0
871.0,929.0,233.0,346.0,594.75
673.0,836.0,758.0,836.0,775.75
307.0,583.0,355.0,533.0,444.5
969.0,256.0,150.0,717.0,523.0
375.0,680.0,99.0,59.0,303.25
651.0,792.0,957.0,475.0,718.75
508.0,781.0,490.0,313.0,523.0
236.0,284.0,881.0,592.0,498.25
616.0,309.0,518.0,989.0,608.0
450.0,410.0,912.0,420.0,548.0
812.0,366.0,656.0,782.0,654.0
404.0,115.0,770.0,252.0,385.25
533.0,445.0,738.0,38.0,438.5
518.0,206.0,405.0,238.0,341.75
849.0,308.0,681.0,628.0,616.5
573.0,296.0,255.0,401.0,381.25
219.0,924.0,236.0,182.0,390.25
484.0,616.0,595.0,377.0,518.0
921.0,815.0,944.0,886.0,891.5
442.0,520.0,885.0,201.0,512.0
973.0,342.0,583.0,753.0,662.75
773.0,31.0,722.0,814.0,585.0
532.0,689.0,455.0,514.0,547.5
358.0,584.0,115.0,523.0,395.0
130.0,767.0,895.0,402.0,548.5
802.0,241.0,235.0,876.0,538.5
441.0,257.0,675.0,337.0,427.5
277.0,85.0,547.0,317.0,306.5
518.0,901.0,221.0,745.0,596.25
147.0,44.0,337.0,444.0,243.0
640.0,763.0,211.0,602.0,554.0
490.0,475.0,511.0,543.0,504.75
322.0,297.0,789.0,121.0,382.25
233.0,271.0,646.0,142.0,323.0
180.0,170.0,482.0,916.0,437.0
188.0,244.0,868.0,924.0,556.0
186.0,826.0,77.0,218.0,326.75
231.0,768.0,356.0,72.0,356.75
153.0,588.0,244.0,803.0,447.0
86.0,858.0,681.0,12.0,409.25
449.0,477.0,921.0,18.0,466.25
471.0,388.0,980.0,885.0,681.0
664.0,747.0,886.0,439.0,684.0
490.0,661.0,856.0,516.0,630.75
622.0,559.0,712.0,598.0,622.75
230.0,971.0,448.0,818.0,616.75
784.0,516.0,270.0,462.0,508.0
137.0,11.0,744.0,35.0,231.75
138.0,924.0,178.0,838.0,519.5
571.0,354.0,110.0,644.0,419.75
627.0,378.0,670.0,596.0,567.75
626.0,519.0,619.0,928.0,673.0
387.0,406.0,567.0,639.0,499.75
38.0,174.0,677.0,579.0,367.0
459.0,507.0,706.0,889.0,640.25
894.0,547.0,988.0,825.0,813.5
305.0,237.0,217.0,161.0,230.0
431.0,783.0,742.0,259.0,553.75
719.0,405.0,425.0,844.0,598.25
196.0,192.0,28.0,230.0,161.5
424.0,617.0,601.0,607.0,562.25
813.0,69.0,814.0,382.0,519.5
382.0,679.0,532.0,159.0,438.0
473.0,123.0,363.0,987.0,486.5
610.0,724.0,846.0,572.0,688.0
333.0,916.0,907.0,981.0,784.25
312.0,251.0,237.0,728.0,382.0
564.0,376.0,453.0,59.0,363.0
829.0,417.0,255.0,20.0,380.25
0.0,458.0,446.0,658.0,390.5
770.0,152.0,765.0,129.0,454.0
417.0,577.0,45.0,360.0,349.75
218.0,243.0,312.0,554.0,331.75
927.0,913.0,101.0,86.0,506.75
476.0,938.0,209.0,28.0,412.75
479.0,726.0,301.0,774.0,570.0
827.0,117.0,377.0,841.0,540.5
731.0,897.0,445.0,94.0,541.75
839.0,267.0,345.0,214.0,416.25
842.0,945.0,173.0,911.0,717.75
1.0,360.0,990.0,389.0,435.0
570.0,812.0,10.0,251.0,410.75
381.0,395.0,256.0,810.0,460.5
297.0,303.0,883.0,922.0,601.25
547.0,997.0,616.0,531.0,672.75
561.0,871.0,438.0,16.0,471.5
840.0,284.0,695.0,461.0,570.0
876.0,276.0,213.0,40.0,351.25
207.0,937.0,761.0,199.0,526.0
244.0,373.0,961.0,484.0,515.5
19.0,68.0,862.0,151.0,275.0
308.0,528.0,849.0,193.0,469.5
268.0,413.0,188.0,932.0,450.25
814.0,730.0,547.0,869.0,740.0
739.0,549.0,113.0,95.0,374.0
577.0,598.0,723.0,973.0,717.75
747.0,961.0,902.0,791.0,850.25
297.0,171.0,962.0,226.0,414.0
595.0,821.0,679.0,154.0,562.25
552.0,116.0,276.0,789.0,433.25
424.0,844.0,272.0,698.0,559.5
108.0,370.0,228.0,548.0,313.5
601.0,95.0,126.0,79.0,225.25
628.0,568.0,392.0,774.0,590.5
392.0,995.0,492.0,895.0,693.5
535.0,748.0,152.0,730.0,541.25
601.0,825.0,576.0,992.0,748.5
84.0,341.0,715.0,783.0,480.75
140.0,27.0,667.0,220.0,263.5
705.0,425.0,924.0,441.0,623.75
336.0,572.0,569.0,196.0,418.25
633.0,295.0,775.0,77.0,445.0
537.0,379.0,75.0,643.0,408.5
937.0,846.0,38.0,292.0,528.25
36.0,235.0,470.0,944.0,421.25
123.0,205.0,778.0,417.0,380.75
644.0,594.0,118.0,994.0,587.5
966.0,176.0,714.0,87.0,485.75
405.0,430.0,277.0,234.0,336.5
837.0,422.0,187.0,643.0,522.25
601.0,298.0,3.0,973.0,468.75
912.0,721.0,692.0,690.0,753.75
286.0,584.0,637.0,465.0,493.0
999.0,424.0,446.0,846.0,678.75
750.0,89.0,525.0,448.0,453.0
926.0,902.0,660.0,706.0,798.5
741.0,966.0,256.0,26.0,497.25
411.0,608.0,214.0,934.0,541.75
555.0,156.0,297.0,508.0,379.0
823.0,379.0,809.0,172.0,545.75
885.0,403.0,788.0,861.0,734.25
124.0,411.0,229.0,413.0,294.25
611.0,203.0,130.0,635.0,394.75
167.0,370.0,927.0,308.0,443.0
582.0,550.0,181.0,946.0,564.75
370.0,590.0,243.0,190.0,348.25
762.0,811.0,320.0,377.0,567.5
444.0,177.0,113.0,423.0,289.25
813.0,69.0,301.0,112.0,323.75
710.0,870.0,46.0,636.0,565.5
220.0,93.0,124.0,33.0,117.5
177.0,472.0,408.0,147.0,301.0
183.0,864.0,758.0,163.0,492.0
465.0,163.0,246.0,10.0,221.0
456.0,430.0,725.0,780.0,597.75
6.0,12.0,567.0,484.0,267.25
465.0,356.0,953.0,534.0,577.0
445.0,287.0,551.0,991.0,568.5
164.0,563.0,333.0,759.0,454.75
172.0,736.0,987.0,581.0,619.0
3.0,831.0,83.0,145.0,265.5
272.0,931.0,667.0,149.0,504.75
38.0,789.0,140.0,809.0,444.0
491.0,869.0,104.0,73.0,384.25
449.0,915.0,901.0,96.0,590.25
729.0,626.0,136.0,172.0,415.75
508.0,518.0,897.0,408.0,582.75
350.0,468.0,299.0,881.0,499.5
483.0,566.0,887.0,126.0,515.5
982.0,706.0,158.0,220.0,516.5
843.0,351.0,758.0,418.0,592.5
200.0,730.0,820.0,87.0,459.25
595.0,755.0,215.0,800.0,591.25
183.0,340.0,185.0,648.0,339.0
282.0,947.0,785.0,779.0,698.25
351.0,535.0,478.0,649.0,503.25
804.0,243.0,652.0,973.0,668.0
136.0,71.0,394.0,69.0,167.5
403.0,987.0,116.0,408.0,478.5
668.0,768.0,272.0,254.0,490.5
830.0,3.0,735.0,107.0,418.75
776.0,72.0,212.0,368.0,357.0
789.0,527.0,52.0,180.0,387.0
254.0,562.0,238.0,298.0,338.0
478.0,750.0,366.0,660.0,563.5
693.0,911.0,417.0,975.0,749.0
852.0,419.0,337.0,635.0,560.75
765.0,176.0,69.0,530.0,385.0
144.0,402.0,61.0,283.0,222.5
706.0,12.0,634.0,146.0,374.5
334.0,442.0,506.0,548.0,457.5
324.0,884.0,284.0,405.0,474.25
900.0,223.0,936.0,826.0,721.25
420.0,491.0,880.0,556.0,586.75
19.0,575.0,643.0,166.0,350.75
39.0,519.0,356.0,761.0,418.75
858.0,470.0,106.0,519.0,488.25
520.0,614.0,289.0,664.0,521.75
320.0,757.0,701.0,785.0,640.75
795.0,934.0,544.0,866.0,784.75
688.0,726.0,91.0,739.0,561.0
878.0,613.0,930.0,281.0,675.5
454.0,490.0,271.0,387.0,400.5
140.0,178.0,237.0,15.0,142.5
853.0,363.0,174.0,280.0,417.5
302.0,850.0,457.0,178.0,446.75
730.0,261.0,771.0,77.0,459.75
616.0,267.0,650.0,520.0,513.25
312.0,663.0,658.0,712.0,586.25
934.0,484.0,205.0,969.0,648.0
322.0,89.0,712.0,319.0,360.5
735.0,348.0,790.0,162.0,508.75
43.0,490.0,309.0,79.0,230.25
8.0,3.0,220.0,847.0,269.5
477.0,658.0,412.0,802.0,587.25
555.0,434.0,219.0,120.0,332.0
936.0,427.0,747.0,901.0,752.75
241.0,214.0,544.0,613.0,403.0
941.0,990.0,49.0,706.0,671.5
231.0,457.0,533.0,569.0,447.5
959.0,803.0,593.0,750.0,776.25
812.0,523.0,179.0,217.0,432.75
532.0,266.0,599.0,923.0,580.0
365.0,759.0,373.0,613.0,527.5
937.0,401.0,801.0,796.0,733.75
996.0,548.0,844.0,770.0,789.5
44.0,792.0,398.0,691.0,481.25
454.0,292.0,160.0,297.0,300.75
771.0,880.0,766.0,277.0,673.5
717.0,628.0,612.0,560.0,629.25
144.0,873.0,783.0,811.0,652.75
266.0,724.0,750.0,693.0,608.25
439.0,981.0,32.0,190.0,410.5
302.0,448.0,196.0,946.0,473.0
273.0,406.0,971.0,349.0,499.75
984.0,431.0,995.0,544.0,738.5
174.0,621.0,432.0,630.0,464.25
405.0,803.0,287.0,638.0,533.25
353.0,884.0,47.0,541.0,456.25
63.0,273.0,270.0,947.0,388.25
904.0,680.0,762.0,197.0,635.75
300.0,148.0,313.0,545.0,326.5
691.0,404.0,306.0,851.0,563.0
666.0,313.0,408.0,691.0,519.5
719.0,659.0,115.0,652.0,536.25
703.0,714.0,453.0,873.0,685.75
487.0,903.0,607.0,932.0,732.25
596.0,327.0,977.0,127.0,506.75
192.0,536.0,400.0,135.0,315.75
439.0,902.0,22.0,379.0,435.5
155.0,672.0,277.0,485.0,397.25
835.0,595.0,935.0,922.0,821.75
769.0,127.0,132.0,779.0,451.75
821.0,882.0,414.0,89.0,551.5
95.0,414.0,346.0,19.0,218.5
509.0,772.0,241.0,919.0,610.25
542.0,759.0,920.0,780.0,750.25
353.0,180.0,891.0,940.0,591.0
430.0,157.0,37.0,942.0,391.5
434.0,648.0,795.0,242.0,529.75
588.0,960.0,464.0,226.0,559.5
240.0,734.0,158.0,349.0,370.25
80.0,95.0,94.0,959.0,307.0
779.0,699.0,598.0,948.0,756.0
218.0,201.0,116.0,18.0,138.25
989.0,245.0,84.0,627.0,486.25
979.0,530.0,737.0,604.0,712.5
64.0,27.0,621.0,67.0,194.75
994.0,446.0,7.0,445.0,473.0
69.0,825.0,758.0,155.0,451.75
650.0,728.0,272.0,139.0,447.25
711.0,121.0,110.0,507.0,362.25
54.0,864.0,322.0,243.0,370.75
235.0,341.0,631.0,502.0,427.25
415.0,134.0,208.0,604.0,340.25
603.0,406.0,574.0,663.0,561.5
971.0,502.0,536.0,606.0,653.75
900.0,701.0,177.0,742.0,630.0
861.0,213.0,36.0,185.0,323.75
344.0,431.0,306.0,63.0,286.0
716.0,147.0,445.0,289.0,399.25
336.0,918.0,453.0,428.0,533.75
744.0,814.0,262.0,689.0,627.25
60.0,605.0,10.0,84.0,189.75
953.0,30.0,965.0,415.0,590.75
171.0,971.0,950.0,2.0,523.5
619.0,450.0,684.0,793.0,636.5
625.0,794.0,639.0,559.0,654.25
319.0,690.0,46.0,778.0,458.25
630.0,893.0,4.0,527.0,513.5
830.0,183.0,251.0,519.0,445.75
193.0,193.0,731.0,22.0,284.75
290.0,324.0,24.0,545.0,295.75
606.0,32.0,727.0,473.0,459.5
902.0,193.0,792.0,597.0,621.0
116.0,395.0,791.0,465.0,441.75
204.0,739.0,413.0,751.0,526.75
902.0,868.0,601.0,470.0,710.25
914.0,353.0,11.0,891.0,542.25
238.0,404.0,996.0,732.0,592.5
950.0,355.0,71.0,935.0,577.75
725.0,51.0,458.0,111.0,336.25
296.0,78.0,950.0,870.0,548.5
930.0,4.0,23.0,157.0,278.5
98.0,33.0,306.0,411.0,212.0
385.0,575.0,57.0,27.0,261.0
141.0,271.0,430.0,681.0,380.75
964.0,662.0,77.0,789.0,623.0
763.0,28.0,242.0,680.0,428.25
367.0,687.0,363.0,347.0,441.0
225.0,666.0,577.0,571.0,509.75
385.0,711.0,934.0,16.0,511.5
407.0,939.0,282.0,320.0,487.0
648.0,175.0,79.0,203.0,276.25
824.0,340.0,357.0,346.0,466.75
60.0,141.0,577.0,708.0,371.5
307.0,724.0,685.0,431.0,536.75
968.0,518.0,488.0,200.0,543.5
258.0,304.0,613.0,740.0,478.75
310.0,308.0,616.0,873.0,526.75
195.0,542.0,237.0,775.0,437.25
808.0,512.0,436.0,310.0,516.5
793.0,471.0,605.0,691.0,640.0
905.0,518.0,537.0,683.0,660.75
771.0,835.0,698.0,910.0,803.5
324.0,295.0,386.0,646.0,412.75
84.0,810.0,445.0,330.0,417.25
636.0,173.0,825.0,537.0,542.75
50.0,973.0,394.0,868.0,571.25
658.0,480.0,30.0,587.0,438.75
150.0,656.0,810.0,914.0,632.5
215.0,623.0,281.0,650.0,442.25
63.0,798.0,614.0,864.0,584.75
431.0,246.0,979.0,522.0,544.5
456.0,525.0,258.0,871.0,527.5
764.0,348.0,832.0,929.0,718.25
978.0,998.0,847.0,425.0,812.0
449.0,204.0,149.0,234.0,259.0
783.0,262.0,908.0,333.0,571.5
221.0,180.0,956.0,508.0,466.25
222.0,534.0,415.0,68.0,309.75
343.0,82.0,30.0,499.0,238.5
295.0,583.0,129.0,594.0,400.25
10.0,790.0,805.0,21.0,406.5
408.0,967.0,527.0,349.0,562.75
552.0,927.0,15.0,57.0,387.75
574.0,588.0,208.0,592.0,490.5
463.0,697.0,23.0,941.0,531.0
35.0,560.0,693.0,22.0,327.5
682.0,444.0,901.0,167.0,548.5
93.0,874.0,208.0,572.0,436.75
614.0,151.0,689.0,810.0,566.0
301.0,1.0,367.0,92.0,190.25
983.0,808.0,237.0,791.0,704.75
737.0,998.0,365.0,961.0,765.25
143.0,538.0,227.0,74.0,245.5
72.0,614.0,666.0,431.0,445.75
827.0,251.0,883.0,65.0,506.5
162.0,270.0,215.0,398.0,261.25
349.0,283.0,491.0,58.0,295.25
82.0,551.0,305.0,151.0,272.25
605.0,800.0,313.0,881.0,649.75
867.0,419.0,336.0,429.0,512.75
774.0,62.0,121.0,416.0,343.25
492.0,353.0,380.0,882.0,526.75
378.0,521.0,142.0,395.0,359.0
105.0,913.0,705.0,730.0,613.25
188.0,834.0,576.0,781.0,594.75
536.0,555.0,274.0,64.0,357.25
915.0,502.0,275.0,781.0,618.25
223.0,984.0,961.0,940.0,777.0
885.0,179.0,567.0,498.0,532.25
350.0,698.0,437.0,780.0,566.25
418.0,569.0,435.0,0.0,355.5
778.0,963.0,945.0,405.0,772.75
14.0,197.0,576.0,179.0,241.5
684.0,649.0,907.0,729.0,742.25
293.0,573.0,78.0,966.0,477.5
631.0,330.0,811.0,681.0,613.25
577.0,341.0,586.0,473.0,494.25
264.0,535.0,563.0,888.0,562.5
576.0,289.0,798.0,412.0,518.75
387.0,348.0,245.0,579.0,389.75
655.0,204.0,554.0,819.0,558.0
310.0,420.0,997.0,209.0,484.0
504.0,516.0,466.0,725.0,552.75
700.0,782.0,928.0,133.0,635.75
250.0,885.0,817.0,27.0,494.75
637.0,325.0,218.0,20.0,300.0
740.0,402.0,37.0,485.0,416.0
333.0,945.0,704.0,267.0,562.25
337.0,796.0,612.0,315.0,515.0
519.0,210.0,722.0,150.0,400.25
536.0,904.0,860.0,691.0,747.75
978.0,843.0,763.0,932.0,879.0
683.0,783.0,37.0,869.0,593.0
927.0,980.0,208.0,915.0,757.5
790.0,703.0,585.0,729.0,701.75
713.0,366.0,683.0,765.0,631.75
364.0,512.0,359.0,596.0,457.75
808.0,757.0,275.0,11.0,462.75
720.0,885.0,215.0,609.0,607.25
811.0,315.0,542.0,548.0,554.0
683.0,768.0,475.0,459.0,596.25
772.0,18.0,519.0,744.0,513.25
375.0,893.0,44.0,46.0,339.5
120.0,524.0,975.0,702.0,580.25
605.0,821.0,624.0,679.0,682.25
884.0,276.0,934.0,857.0,737.75
555.0,809.0,985.0,305.0,663.5
956.0,933.0,473.0,462.0,706.0
370.0,41.0,607.0,893.0,477.75
609.0,424.0,258.0,329.0,405.0
687.0,377.0,724.0,320.0,527.0
145.0,981.0,401.0,52.0,394.75
491.0,93.0,192.0,297.0,268.25
154.0,511.0,934.0,533.0,533.0
498.0,814.0,102.0,321.0,433.75
439.0,96.0,325.0,880.0,435.0
815.0,813.0,551.0,617.0,699.0
575.0,505.0,149.0,926.0,538.75
355.0,485.0,479.0,174.0,373.25
383.0,274.0,261.0,470.0,347.0
124.0,773.0,135.0,433.0,366.25
775.0,713.0,992.0,573.0,763.25
996.0,662.0,328.0,776.0,690.5
623.0,408.0,260.0,895.0,546.5
512.0,840.0,176.0,688.0,554.0
113.0,693.0,903.0,16.0,431.25
780.0,16.0,784.0,995.0,643.75
725.0,926.0,429.0,65.0,536.25
542.0,351.0,328.0,748.0,492.25
726.0,650.0,445.0,924.0,686.25
189.0,489.0,789.0,995.0,615.5
617.0,910.0,873.0,228.0,657.0
818.0,434.0,727.0,252.0,557.75
735.0,166.0,583.0,101.0,396.25
850.0,561.0,965.0,985.0,840.25
936.0,454.0,429.0,685.0,626.0
989.0,673.0,699.0,235.0,649.0
64.0,532.0,456.0,424.0,369.0
506.0,526.0,943.0,586.0,640.25
425.0,460.0,178.0,89.0,288.0
230.0,769.0,76.0,481.0,389.0
172.0,46.0,692.0,823.0,433.25
966.0,524.0,647.0,571.0,677.0
368.0,934.0,805.0,210.0,579.25
990.0,390.0,231.0,831.0,610.5
90.0,71.0,179.0,583.0,230.75
369.0,566.0,781.0,367.0,520.75
278.0,671.0,915.0,818.0,670.5
251.0,841.0,931.0,35.0,514.5
836.0,19.0,341.0,147.0,335.75
517.0,609.0,996.0,165.0,571.75
281.0,898.0,520.0,167.0,466.5
49.0,415.0,703.0,157.0,331.0
48.0,736.0,824.0,586.0,548.5
385.0,800.0,543.0,144.0,468.0
564.0,625.0,769.0,817.0,693.75
837.0,999.0,374.0,63.0,568.25
703.0,704.0,736.0,912.0,763.75
320.0,880.0,670.0,658.0,632.0
810.0,399.0,407.0,444.0,515.0
807.0,344.0,278.0,332.0,440.25
256.0,179.0,222.0,265.0,230.5
134.0,258.0,427.0,974.0,448.25
483.0,270.0,478.0,208.0,359.75
876.0,101.0,316.0,287.0,395.0
603.0,16.0,459.0,258.0,334.0
5.0,175.0,944.0,962.0,521.5
732.0,264.0,972.0,956.0,731.0
15.0,39.0,36.0,813.0,225.75
640.0,174.0,44.0,457.0,328.75
211.0,559.0,516.0,78.0,341.0
64.0,320.0,643.0,499.0,381.5
217.0,302.0,292.0,137.0,237.0
940.0,381.0,223.0,514.0,514.5
799.0,239.0,421.0,406.0,466.25
746.0,883.0,362.0,707.0,674.5
539.0,452.0,84.0,522.0,399.25
378.0,352.0,21.0,137.0,222.0
489.0,343.0,513.0,301.0,411.5
285.0,169.0,171.0,740.0,341.25
495.0,51.0,134.0,161.0,210.25
167.0,875.0,733.0,520.0,573.75
614.0,755.0,436.0,631.0,609.0
591.0,653.0,985.0,820.0,762.25
518.0,851.0,841.0,581.0,697.75
952.0,53.0,903.0,784.0,673.0
267.0,272.0,401.0,669.0,402.25
388.0,264.0,917.0,599.0,542.0
390.0,589.0,857.0,602.0,609.5
323.0,838.0,157.0,867.0,546.25
258.0,175.0,553.0,446.0,358.0
383.0,329.0,679.0,201.0,398.0
820.0,202.0,873.0,851.0,686.5
345.0,633.0,353.0,572.0,475.75
957.0,764.0,586.0,151.0,614.5
285.0,472.0,59.0,153.0,242.25
124.0,417.0,242.0,912.0,423.75
217.0,895.0,401.0,335.0,462.0
234.0,535.0,47.0,349.0,291.25
377.0,877.0,50.0,890.0,548.5
413.0,775.0,719.0,365.0,568.0
231.0,329.0,399.0,845.0,451.0
417.0,29.0,103.0,484.0,258.25
961.0,502.0,885.0,150.0,624.5
573.0,911.0,877.0,962.0,830.75
136.0,658.0,865.0,133.0,448.0
955.0,496.0,614.0,210.0,568.75
592.0,131.0,737.0,996.0,614.0
62.0,712.0,710.0,904.0,597.0
676.0,479.0,50.0,471.0,419.0
653.0,78.0,23.0,633.0,346.75
957.0,647.0,534.0,904.0,760.5
560.0,495.0,435.0,637.0,531.75
63.0,880.0,573.0,663.0,544.75
677.0,332.0,609.0,37.0,413.75
685.0,671.0,416.0,666.0,609.5
716.0,728.0,158.0,59.0,415.25
288.0,244.0,843.0,412.0,446.75
455.0,307.0,103.0,125.0,247.5
303.0,245.0,595.0,30.0,293.25
201.0,179.0,287.0,45.0,178.0
806.0,276.0,191.0,374.0,411.75
626.0,575.0,589.0,920.0,677.5
63.0,863.0,349.0,708.0,495.75
661.0,783.0,339.0,774.0,639.25
632.0,491.0,358.0,276.0,439.25
457.0,264.0,668.0,737.0,531.5
128.0,845.0,700.0,14.0,421.75
125.0,360.0,543.0,761.0,447.25
267.0,218.0,663.0,879.0,506.75
127.0,132.0,628.0,45.0,233.0
368.0,941.0,964.0,937.0,802.5
470.0,993.0,82.0,100.0,411.25
125.0,604.0,948.0,869.0,636.5
807.0,67.0,871.0,425.0,542.5
386.0,881.0,464.0,389.0,530.0
828.0,788.0,696.0,322.0,658.5
722.0,990.0,546.0,817.0,768.75
483.0,64.0,945.0,602.0,523.5
629.0,999.0,280.0,600.0,627.0
379.0,86.0,912.0,893.0,567.5
825.0,967.0,992.0,271.0,763.75
333.0,810.0,16.0,217.0,344.0
608.0,685.0,490.0,307.0,522.5
24.0,866.0,508.0,572.0,492.5
830.0,257.0,7.0,150.0,311.0
95.0,454.0,768.0,535.0,463.0
996.0,477.0,51.0,972.0,624.0
239.0,251.0,333.0,54.0,219.25
187.0,444.0,752.0,491.0,468.5
86.0,94.0,878.0,356.0,353.5
932.0,991.0,408.0,196.0,631.75
59.0,335.0,955.0,201.0,387.5
503.0,848.0,598.0,321.0,567.5
545.0,441.0,105.0,765.0,464.0
105.0,426.0,62.0,822.0,353.75
546.0,170.0,274.0,531.0,380.25
86.0,20.0,515.0,476.0,274.25
602.0,809.0,965.0,835.0,802.75
975.0,126.0,16.0,495.0,403.0
195.0,123.0,251.0,504.0,268.25
84.0,696.0,509.0,257.0,386.5
553.0,717.0,458.0,531.0,564.75
366.0,408.0,20.0,633.0,356.75
20.0,922.0,726.0,548.0,554.0
229.0,627.0,107.0,815.0,444.5
501.0,878.0,907.0,761.0,761.75
284.0,801.0,449.0,510.0,511.0
470.0,770.0,37.0,478.0,438.75
951.0,414.0,839.0,901.0,776.25
462.0,463.0,527.0,329.0,445.25
666.0,863.0,475.0,815.0,704.75
737.0,725.0,225.0,99.0,446.5
17.0,281.0,179.0,593.0,267.5
789.0,369.0,556.0,279.0,498.25
70.0,443.0,107.0,174.0,198.5
201.0,580.0,944.0,747.0,618.0
842.0,984.0,137.0,368.0,582.75
831.0,948.0,688.0,840.0,826.75
74.0,478.0,125.0,80.0,189.25
611.0,445.0,806.0,595.0,614.25
310.0,984.0,253.0,411.0,489.5
542.0,935.0,173.0,427.0,519.25
468.0,669.0,219.0,360.0,429.0
941.0,990.0,368.0,436.0,683.75
658.0,311.0,31.0,947.0,486.75
635.0,333.0,83.0,69.0,280.0
882.0,674.0,458.0,209.0,555.75
387.0,302.0,795.0,927.0,602.75
619.0,61.0,277.0,691.0,412.0
529.0,754.0,419.0,713.0,603.75
289.0,578.0,297.0,245.0,352.25
706.0,867.0,700.0,314.0,646.75
320.0,996.0,51.0,845.0,553.0
328.0,372.0,863.0,319.0,470.5
7.0,342.0,488.0,880.0,429.25
464.0,261.0,459.0,773.0,489.25
855.0,479.0,480.0,76.0,472.5
262.0,648.0,523.0,56.0,372.25
283.0,332.0,31.0,720.0,341.5
535.0,605.0,36.0,992.0,542.0
524.0,894.0,371.0,908.0,674.25
907.0,382.0,759.0,735.0,695.75
957.0,762.0,151.0,364.0,558.5
155.0,508.0,636.0,827.0,531.5
803.0,980.0,911.0,772.0,866.5
195.0,325.0,559.0,718.0,449.25
177.0,111.0,22.0,735.0,261.25
615.0,169.0,643.0,724.0,537.75
681.0,489.0,391.0,302.0,465.75
465.0,266.0,233.0,274.0,309.5
265.0,362.0,407.0,112.0,286.5
2.0,380.0,379.0,161.0,230.5
316.0,536.0,139.0,708.0,424.75
646.0,142.0,689.0,548.0,506.25
48.0,126.0,713.0,39.0,231.5
670.0,726.0,675.0,129.0,550.0
988.0,460.0,170.0,287.0,476.25
505.0,356.0,807.0,378.0,511.5
131.0,924.0,880.0,322.0,564.25
823.0,994.0,976.0,597.0,847.5
864.0,552.0,700.0,473.0,647.25
481.0,438.0,936.0,712.0,641.75
2.0,905.0,794.0,671.0,593.0
718.0,389.0,362.0,44.0,378.25
963.0,255.0,523.0,993.0,683.5
214.0,935.0,47.0,673.0,467.25
821.0,390.0,983.0,581.0,693.75
542.0,95.0,886.0,519.0,510.5
966.0,632.0,383.0,38.0,504.75
449.0,488.0,840.0,927.0,676.0
696.0,133.0,181.0,406.0,354.0
689.0,679.0,356.0,30.0,438.5
742.0,303.0,980.0,536.0,640.25
331.0,412.0,335.0,267.0,336.25
189.0,953.0,264.0,504.0,477.5
718.0,165.0,546.0,466.0,473.75
461.0,402.0,264.0,417.0,386.0
830.0,403.0,483.0,443.0,539.75
