# num_countries,years_school,height,adult
3.00,18.00,3.16,0.00
0.00,0.00,5.69,0.00
8.00,7.00,5.56,0.00
5.00,7.00,5.22,0.00
9.00,8.00,5.40,0.00
33.00,10.00,5.84,1.00
56.00,18.00,2.12,1.00
4.00,8.00,5.82,0.00
6.00,4.00,5.21,0.00
5.00,3.00,5.57,0.00
27.00,8.00,3.64,1.00
2.00,9.00,5.58,0.00
51.00,6.00,4.72,1.00
60.00,9.00,5.15,1.00
6.00,0.00,5.43,0.00
2.00,9.00,5.41,0.00
7.00,0.00,5.65,0.00
6.00,8.00,5.44,0.00
42.00,15.00,5.85,1.00
3.00,7.00,5.46,0.00
53.00,11.00,3.49,1.00
6.00,0.00,5.76,0.00
65.00,10.00,3.55,1.00
2.00,1.00,5.12,0.00
7.00,8.00,5.50,0.00
17.00,11.00,4.71,1.00
16.00,2.00,4.79,1.00
7.00,5.00,5.40,0.00
75.00,12.00,4.91,1.00
6.00,1.00,5.60,0.00
47.00,9.00,2.02,1.00
73.00,10.00,3.16,1.00
0.00,4.00,5.69,0.00
2.00,5.00,4.97,0.00
1.00,5.00,4.92,0.00
2.00,4.00,5.48,0.00
5.00,1.00,5.73,0.00
72.00,16.00,5.53,1.00
64.00,5.00,2.80,1.00
10.00,9.00,3.39,0.00
15.00,18.00,3.44,1.00
7.00,5.00,5.33,0.00
4.00,10.00,5.74,0.00
2.00,4.00,5.75,0.00
1.00,4.00,4.93,0.00
1.00,2.00,5.46,0.00
7.00,0.00,6.03,0.00
57.00,3.00,4.25,1.00
23.00,7.00,2.48,1.00
21.00,17.00,3.85,1.00
35.00,17.00,3.40,1.00
94.00,2.00,5.40,1.00
9.00,3.00,5.98,0.00
5.00,10.00,5.52,0.00
2.00,8.00,5.48,0.00
4.00,1.00,5.37,0.00
44.00,17.00,2.60,1.00
4.00,6.00,5.91,0.00
2.00,0.00,3.90,0.00
73.00,16.00,4.85,1.00
8.00,5.00,5.33,0.00
21.00,0.00,3.29,1.00
0.00,7.00,2.26,0.00
38.00,0.00,5.56,1.00
56.00,19.00,3.48,1.00
67.00,6.00,3.77,1.00
8.00,10.00,5.12,0.00
93.00,12.00,3.11,1.00
4.00,10.00,5.40,0.00
92.00,17.00,2.17,1.00
15.00,19.00,2.25,1.00
1.00,7.00,5.51,0.00
19.00,0.00,2.35,1.00
6.00,6.00,5.47,0.00
6.00,5.00,5.73,0.00
0.00,1.00,5.52,0.00
14.00,4.00,2.28,1.00
6.00,1.00,5.43,0.00
40.00,8.00,5.27,1.00
2.00,2.00,5.63,0.00
10.00,2.00,2.74,0.00
45.00,0.00,2.68,1.00
8.00,7.00,5.36,0.00
2.00,12.00,3.69,0.00
4.00,7.00,5.17,0.00
96.00,6.00,3.31,1.00
5.00,4.00,5.86,0.00
2.00,6.00,5.71,0.00
1.00,7.00,5.62,0.00
2.00,5.00,5.49,0.00
80.00,8.00,5.88,1.00
0.00,9.00,5.91,0.00
5.00,17.00,3.53,0.00
60.00,16.00,3.21,1.00
6.00,8.00,5.84,0.00
0.00,1.00,5.72,0.00
99.00,0.00,5.20,1.00
7.00,4.00,5.08,0.00
6.00,0.00,5.64,0.00
17.00,16.00,2.73,1.00
69.00,6.00,5.43,1.00
41.00,2.00,3.41,1.00
70.00,3.00,2.43,1.00
53.00,15.00,5.87,1.00
9.00,0.00,5.20,0.00
98.00,0.00,2.94,1.00
19.00,3.00,5.37,1.00
46.00,14.00,3.51,1.00
2.00,4.00,5.30,0.00
20.00,1.00,3.84,1.00
75.00,2.00,3.36,1.00
32.00,0.00,4.16,1.00
3.00,0.00,5.36,0.00
1.00,9.00,5.73,0.00
7.00,2.00,5.51,0.00
5.00,2.00,5.23,0.00
5.00,6.00,5.71,0.00
6.00,0.00,5.19,0.00
2.00,7.00,3.61,0.00
58.00,6.00,5.97,1.00
4.00,8.00,5.70,0.00
95.00,9.00,3.57,1.00
79.00,11.00,4.87,1.00
5.00,5.00,5.81,0.00
4.00,6.00,5.28,0.00
92.00,1.00,5.82,1.00
21.00,15.00,5.82,1.00
1.00,4.00,5.42,0.00
64.00,16.00,2.88,1.00
35.00,7.00,5.01,1.00
7.00,4.00,5.37,0.00
78.00,1.00,5.00,1.00
0.00,3.00,4.60,0.00
18.00,4.00,2.97,1.00
7.00,7.00,5.85,0.00
8.00,9.00,5.29,0.00
0.00,1.00,5.32,0.00
8.00,1.00,5.43,0.00
8.00,7.00,5.45,0.00
3.00,3.00,5.83,0.00
54.00,7.00,3.30,1.00
64.00,15.00,3.37,1.00
0.00,1.00,5.90,0.00
91.00,7.00,4.19,1.00
1.00,1.00,5.85,0.00
61.00,0.00,3.72,1.00
4.00,3.00,5.95,0.00
5.00,2.00,5.34,0.00
67.00,12.00,4.46,1.00
4.00,4.00,5.78,0.00
29.00,17.00,2.41,1.00
7.00,4.00,5.48,0.00
37.00,1.00,5.36,1.00
4.00,9.00,6.20,0.00
33.00,11.00,4.63,1.00
6.00,8.00,5.19,0.00
84.00,0.00,5.82,1.00
4.00,0.00,5.31,0.00
6.00,8.00,5.51,0.00
2.00,2.00,5.56,0.00
6.00,3.00,5.13,0.00
6.00,1.00,5.29,0.00
4.00,2.00,5.95,0.00
7.00,1.00,5.44,0.00
3.00,14.00,4.57,1.00
85.00,2.00,4.60,1.00
8.00,1.00,5.54,0.00
0.00,6.00,5.35,0.00
1.00,6.00,5.66,0.00
37.00,3.00,5.22,1.00
4.00,1.00,5.05,0.00
9.00,9.00,5.72,0.00
7.00,8.00,5.55,0.00
65.00,0.00,4.45,1.00
2.00,3.00,5.36,0.00
6.00,0.00,5.89,0.00
9.00,0.00,5.72,0.00
3.00,9.00,5.88,0.00
8.00,9.00,5.05,0.00
5.00,8.00,5.90,0.00
8.00,6.00,5.10,0.00
2.00,7.00,5.37,0.00
1.00,0.00,5.80,0.00
94.00,1.00,5.60,1.00
8.00,0.00,5.03,0.00
3.00,7.00,5.02,0.00
16.00,17.00,4.11,1.00
8.00,1.00,6.02,0.00
6.00,0.00,5.82,1.00
52.00,14.00,2.20,1.00
7.00,10.00,5.41,0.00
7.00,4.00,5.67,0.00
58.00,4.00,4.94,1.00
83.00,2.00,3.68,1.00
56.00,3.00,3.71,1.00
7.00,0.00,4.92,0.00
37.00,14.00,2.18,1.00
8.00,10.00,5.25,0.00
9.00,6.00,5.04,0.00
39.00,8.00,3.36,1.00
9.00,7.00,5.38,0.00
77.00,7.00,5.11,1.00
8.00,1.00,5.45,0.00
45.00,18.00,3.82,1.00
66.00,10.00,3.85,1.00
54.00,3.00,3.79,1.00
6.00,3.00,5.76,0.00
98.00,2.00,2.42,1.00
2.00,9.00,4.72,0.00
2.00,4.00,5.05,0.00
32.00,19.00,3.23,1.00
0.00,2.00,5.99,0.00
70.00,4.00,3.40,1.00
43.00,0.00,4.70,1.00
81.00,19.00,4.08,1.00
8.00,0.00,4.95,0.00
4.00,10.00,5.41,0.00
6.00,10.00,5.49,0.00
8.00,1.00,5.71,0.00
6.00,8.00,5.52,0.00
2.00,16.00,4.91,1.00
9.00,0.00,5.56,0.00
47.00,7.00,3.78,1.00
5.00,10.00,5.49,0.00
3.00,4.00,5.85,0.00
3.00,8.00,5.60,1.00
3.00,1.00,4.91,0.00
5.00,0.00,5.36,0.00
36.00,11.00,3.81,1.00
6.00,2.00,5.67,0.00
1.00,0.00,5.93,0.00
1.00,8.00,5.77,0.00
30.00,2.00,2.00,1.00
4.00,6.00,5.51,0.00
0.00,3.00,6.05,0.00
2.00,0.00,5.53,0.00
82.00,3.00,3.61,1.00
3.00,9.00,5.43,0.00
99.00,15.00,5.88,1.00
85.00,4.00,3.11,1.00
9.00,4.00,5.74,0.00
5.00,6.00,5.55,0.00
0.00,7.00,5.34,0.00
2.00,0.00,5.32,0.00
7.00,6.00,5.08,0.00
4.00,11.00,5.09,1.00
4.00,10.00,5.33,0.00
53.00,6.00,3.29,1.00
87.00,12.00,5.25,1.00
25.00,11.00,2.02,1.00
80.00,11.00,2.43,1.00
8.00,8.00,5.33,0.00
56.00,19.00,2.34,1.00
56.00,18.00,3.28,1.00
